,P_diff,congruency,hand,postError,block1,block2,block3,p_DIFF,CONGRUENCY,HAND,POSTeRROR,BLOCK1,BLOCK2,BLOCK3,rSquared,LLH,AIC,BIC,MSE,model,alpha,alpha_error,ccc,alpha_ccc,subject
0,-13.241493742245911,0.2971131566998295,11.680945976220825,11.129239585362058,366.7257233393448,366.77846265551136,371.4595910342073,3.515363553852363e-05,0.9264800538682588,0.0002957267650869363,0.4555854552614622,0.0,0.0,0.0,0.026004515300743436,-6887.028135758895,13782.05627151779,13802.614912861649,3246.21337684834,AB_Q_E_alphaCCC_WOB,0.3086491980011372,0.0001,-0.6555495877109783,0.802099812739748,sub06
