P_diff,congruency,hand,postError,block1,block2,block3,p_DIFF,CONGRUENCY,HAND,POSTeRROR,BLOCK1,BLOCK2,BLOCK3,rSquared,LLH,AIC,BIC,MSE,model,alpha,decay,ccc,alpha_ccc,subject
-29.55936609514815,19.380036889679324,5.1173916399810695,20.08049972062323,362.40691295776685,377.3118011873304,386.7623329145235,8.094023629397697e-37,5.585266225992036e-10,0.054081224421768416,0.12788217454737796,0.0,0.0,0.0,0.19740276679351326,-6648.708746690772,13305.417493381548,13325.97930555395,2205.9285970817755,SR_Q_D_alphaCCC_WOB,0.7542257158508346,0.775115787544668,-0.699766799204246,0.9306921171780319,sub01
-29.574041476527423,-6.333800435445312,-5.632496614913262,81.0633742862758,408.41185223304086,397.2279384143052,385.7283131936323,3.1962102722386214e-39,0.07092489731674961,0.060272439576518684,1.9273112005614597e-06,0.0,0.0,0.0,0.16840870699622212,-6843.541384481903,13695.082768963806,13715.666706834663,2829.474136394949,SR_Q_D_alphaCCC_WOB,1.0,0.9209151997194304,-0.6176349307123679,1.0,sub02
-25.317135891080326,17.716999752885542,37.78492120498185,11.933577677416329,370.4812144986047,368.5230401135794,380.26815790729563,8.908824953023624e-06,0.00022729823011392782,2.734966195688604e-20,0.2712985696090761,0.0,0.0,0.0,0.09983552220633153,-6938.749219871799,13885.498439743598,13905.937957595886,4914.515521511302,SR_Q_D_alphaCCC_WOB,0.18526195608023485,0.07390404273548479,-0.5686209407882301,0.6717466562934802,sub04
-59.13939041382722,16.85773393601218,-6.4070931748990825,13.271054668688118,385.42588977651184,368.5901390009571,369.3673941988169,1.8182505200452268e-28,0.0002689571827249061,0.10028563768980678,0.16964953407959038,0.0,0.0,0.0,0.13205745180095918,-6844.126126456718,13696.252252913437,13716.662250336538,4574.140862975717,SR_Q_D_alphaCCC_WOB,0.4347467364693687,0.7631150765253291,-0.08727864537943397,0.5170948799818971,sub13
-41.10775879905845,-25.036049666164192,-13.041208715642815,21.893646787816927,443.9306699779302,423.8833806813595,428.7773558109913,7.489437533148494e-11,2.000047158529161e-06,0.003560536548546145,0.01968632354912742,0.0,0.0,0.0,0.08652441819606183,-6878.143435661006,13764.286871322012,13784.627128497825,5903.503208177036,SR_Q_D_alphaCCC_WOB,0.40139195371574493,0.6968258215789295,-0.7939757999350437,0.06535665645581466,sub14
-104.747592459773,12.890445442436965,15.140083970398019,57.08343315376784,418.5918483988388,447.21564507984834,493.99827021797296,1.2429408428978429e-16,0.044815801888633613,0.00626122282329619,0.011877237405803988,0.0,0.0,0.0,0.14564805638377454,-7509.937179537703,15027.874359075406,15048.404349282046,9497.916077244428,SR_Q_D_alphaCCC_WOB,0.22321886411446687,0.8760836897255082,-0.14610168385953692,0.4119947778187746,sub15
-58.31971709444415,32.26489468722425,14.507757597214086,22.813648284812192,365.86073353952327,350.87514333453225,404.3988374157151,5.962809001488773e-28,1.416346666906816e-07,0.004805157754997671,0.08923383292666101,0.0,1.2006649668285509e-296,0.0,0.1562418977219987,-7238.073696640302,14484.147393280604,14504.586911132894,8014.76495166784,SR_Q_D_alphaCCC_WOB,0.6815920760714254,0.8825214154462137,-0.6093868398129829,0.7519624163036703,sub16
-57.393225619457404,10.481131448642119,20.19600608612976,-5.35989520574001,365.1929561708511,353.81818349678935,379.4323676737603,1.3810233766294194e-25,0.04784395408550248,7.2330845049194305e-06,0.7052923609511736,0.0,0.0,0.0,0.11709785779179195,-7202.879373074074,14413.758746148145,14434.26630938374,6204.396873049904,SR_Q_D_alphaCCC_WOB,0.4828363784076316,0.8096034133623597,-0.18325979923278968,0.6273175646342363,sub33
-86.245365964729,1.4690018999147227,-10.099805391906909,30.790806547538796,409.33054623077555,423.2978632441156,423.83360820468187,3.642477413175336e-17,0.7795152578498739,0.022258756503569614,0.02101470606346009,0.0,0.0,0.0,0.07340607866991011,-7140.1984233013645,14288.396846602733,14308.881856415708,5985.989469547854,SR_Q_D_alphaCCC_WOB,0.17072411747427907,0.4233662444881462,-0.9870553244324832,0.6738919083716238,sub34
-75.19712843566192,15.243821738974034,23.602685852811717,47.99124411702798,402.5413973304452,405.10320346723887,402.33390918337443,7.761068472462064e-29,0.0059922487801288725,7.755272491357653e-07,0.003385594383480584,0.0,0.0,0.0,0.12828840321442492,-7302.1994404562465,14612.398880912493,14632.919274952996,7009.322565408715,SR_Q_D_alphaCCC_WOB,0.3800573121105842,1.0,-0.19834655034103127,0.6599991163807736,sub35
