,P_diff,congruency,hand,postError,block1,block2,block3,p_DIFF,CONGRUENCY,HAND,POSTeRROR,BLOCK1,BLOCK2,BLOCK3,rSquared,LLH,AIC,BIC,MSE,model,alpha,subject
0,-0.0778218648573445,0.006017127391354932,0.08873517273719111,0.06896209058072283,5.940809549044746,5.894317508898407,5.838636623757422,1.4910999260952686e-21,0.6608283577525689,3.9607706640387915e-14,0.09562893688444105,0.0,0.0,0.0,0.14350484905968686,212.68612362010322,-423.37224724020643,-418.24535643130764,0.04160472559952277,AB_Q_WOB,0.6441009017077148,sub39
