,P_diff,congruency,Response,P,congruency,Response,p_DIFF,CONGRUENCY,rESPONSE,p,CONGRUENCY,rESPONSE,rSquared,LLH,AIC,BIC,MSE,model,alpha,decay,alpha_error,alpha_v,subject
0,-515.4268138700675,-11.88808602876033,-14.667193136108224,-515.4268138700673,-11.888086028760796,-14.667193136108661,0.0,0.003682815758960121,0.0003451514887929209,0.0,0.0036828157589588223,0.00034515148879278915,0.9381884615298615,-5926.342449046864,11860.684898093728,11880.102316102748,15752.815743909465,SR_Q_D_E_V_WOB,0.0001014045278168672,1.0,0.0001014045278168673,0.00010140452781686725,sub_15
