,P_diff,congruency,hand,postError,block1,block2,block3,P,congruency,hand,postError,block1,block2,block3,p_DIFF,CONGRUENCY,HAND,POSTeRROR,BLOCK1,BLOCK2,BLOCK3,p,CONGRUENCY,HAND,POSTeRROR,BLOCK1,BLOCK2,BLOCK3,rSquared,LLH,AIC,BIC,MSE,model,alpha,decay,alpha_error,ccc,alpha_ccc,subject
0,-416.9530012271896,22.07237651587335,-0.39527999597198615,2.0632499505419295e-14,16.955468294957154,12.753088211259168,3.1241241470766825,-416.9530012271896,22.07237651587316,-0.39527999597192265,0.0,16.95546829495731,12.75308821125936,3.124124147076678,0.0,7.484008295070006e-11,0.9063377109558688,5.522880738990365e-29,0.0003784698050320605,0.0076004239029255054,0.5111586639287455,0.0,7.484008295073133e-11,0.9063377109558839,,0.000378469805032008,0.007600423902924582,0.5111586639287462,0.9499320430880507,-5821.653791218837,11653.307582437674,11677.642248859984,10835.340373501387,SR_Q_D_E_alphaCCC_WOB,0.00010661896972251237,1.0,1.0,-0.591657858065913,1.0,sub01
