,P_diff,congruency,Response,P,congruency,Response,p_DIFF,CONGRUENCY,rESPONSE,p,CONGRUENCY,rESPONSE,rSquared,LLH,AIC,BIC,MSE,model,alpha,alpha_v,subject
0,-477.30891115946145,-18.095407027167152,-3.8404308606688815,-477.3089111594617,-18.09540702716753,-3.8404308606691675,0.0,8.38729068142869e-09,0.21809063514450944,0.0,8.387290681423266e-09,0.21809063514447558,0.957505929318971,-5696.0296137176165,11396.059227435233,11405.776357504816,9214.851011258552,SR_Q_V_WOB,0.0001,0.00010978645919903568,sub_1
