,P_diff,congruency,Response,P,congruency,Response,p_DIFF,CONGRUENCY,rESPONSE,p,CONGRUENCY,rESPONSE,rSquared,LLH,AIC,BIC,MSE,model,alpha,decay,alpha_v,subject
0,-452.30426766282363,-8.888964267836814,7.545526841595567,-452.30426766282363,-8.888964267836588,7.545526841595544,0.0,0.007080675451473965,0.022353954191212045,0.0,0.007080675451475348,0.022353954191212437,0.9518021136273794,-5704.028983458178,11414.057966916356,11428.611521698838,10240.87092467163,SR_Q_D_V_WOB,0.00010000014942193327,0.9919776014071443,0.01966485899754042,sub_14
