,P_diff,congruency,Response,P,congruency,Response,p_DIFF,CONGRUENCY,rESPONSE,p,CONGRUENCY,rESPONSE,rSquared,LLH,AIC,BIC,MSE,model,alpha,alpha_v,subject
0,-197.89112015484307,142.68452331121262,145.8659267540757,-197.89112015484318,142.68452331121256,145.86592675407564,3.666612619549952e-50,1.088490817487837e-47,1.0672498450635008e-49,3.6666126195496904e-50,1.0884908174879613e-47,1.0672498450635465e-49,0.7379735560312024,-5932.185722167001,11868.371444334001,11877.816703923712,92906.12798298842,SR_Q_V_WOB,0.9538354888779245,0.13391388597135698,sub_3
