,P_diff,congruency,hand,postError,block1,block2,block3,P,congruency,hand,postError,block1,block2,block3,p_DIFF,CONGRUENCY,HAND,POSTeRROR,BLOCK1,BLOCK2,BLOCK3,p,CONGRUENCY,HAND,POSTeRROR,BLOCK1,BLOCK2,BLOCK3,rSquared,LLH,AIC,BIC,MSE,model,alpha,decay,alpha_error,subject
0,-331.9305106958408,58.708727002043915,33.37453980090018,-6.954648881310306e-14,54.652665179644,49.16006666225199,35.59220390049943,-331.93051069584084,58.70872700204371,33.37453980090011,0.0,54.65266517964403,49.160066662251964,35.59220390049944,1.4032018461493604e-197,5.754495570625726e-36,3.9457718583857287e-13,5.4038673533935e-59,2.6877226950814277e-16,1.863610503893987e-13,8.581458206267906e-08,1.403201846149121e-197,5.754495570628441e-36,3.9457718583861714e-13,,2.6877226950812916e-16,1.8636105038940547e-13,8.58145820626761e-08,0.8990554985119381,-6158.2248254864435,12322.449650972887,12337.050450826273,21870.12455953351,SR_Q_D_E_WOB,0.31797941949350694,0.31049163063022506,0.720300980038743,sub01
