,P_diff,congruency,hand,postError,block1,block2,block3,P,congruency,hand,postError,block1,block2,block3,p_DIFF,CONGRUENCY,HAND,POSTeRROR,BLOCK1,BLOCK2,BLOCK3,p,CONGRUENCY,HAND,POSTeRROR,BLOCK1,BLOCK2,BLOCK3,rSquared,LLH,AIC,BIC,MSE,model,alpha,subject
0,-434.478085966412,16.788965670079023,-3.8872194711857158,-5.654160151545517e-14,12.535501790493065,10.938438867139727,-1.2524397049826397,-434.4780859664123,16.788965670079154,-3.887219471185457,0.0,12.535501790493061,10.93843886713963,-1.2524397049826703,0.0,7.458920607569097e-08,0.2086802316508495,6.544448751569004e-170,0.004211866441142511,0.01247166684647332,0.7744622863941408,0.0,7.458920607567333e-08,0.2086802316508794,,0.00421186644114252,0.01247166684647413,0.7744622863941356,0.95791746990719,-5738.254497551742,11478.508995103484,11483.375928387946,9107.192851163501,SR_Q_WOB,0.00022467758990481603,sub01
