P_diff,congruency,hand,postError,block1,block2,block3,P,congruency.1,hand.1,postError.1,block1.1,block2.1,block3.1,p_DIFF,CONGRUENCY,HAND,POSTeRROR,BLOCK1,BLOCK2,BLOCK3,p,CONGRUENCY.1,HAND.1,POSTeRROR.1,BLOCK1.1,BLOCK2.1,BLOCK3.1,rSquared,LLH,AIC,BIC,MSE,model,alpha,decay,alpha_error,subject
-331.9305106958408,58.70872700204392,33.37453980090018,-6.954648881310305e-14,54.652665179644,49.160066662251985,35.59220390049943,-331.9305106958408,58.708727002043716,33.37453980090011,0.0,54.65266517964403,49.16006666225197,35.59220390049944,1.4032018461493598e-197,5.754495570625726e-36,3.9457718583857287e-13,5.403867353393499e-59,2.6877226950814277e-16,1.863610503893987e-13,8.581458206267906e-08,1.4032018461491204e-197,5.754495570628441e-36,3.945771858386171e-13,,2.6877226950812916e-16,1.8636105038940547e-13,8.581458206267611e-08,0.8990554985119381,-6158.224825486444,12322.449650972889,12337.050450826271,21870.12455953351,SR_Q_D_E_WOB,0.3179794194935069,0.31049163063022506,0.7203009800387429,sub01
