,P_diff,congruency,Response,P,congruency,Response,p_DIFF,CONGRUENCY,rESPONSE,p,CONGRUENCY,rESPONSE,rSquared,LLH,AIC,BIC,MSE,model,alpha,decay,ccc,alpha_ccc,alpha_v,subject
0,-440.062127327792,-19.76900056624863,-13.882441978865906,-440.0621273277918,-19.769000566248497,-13.882441978866037,0.0,1.3759380867271917e-26,2.7428270535239343e-14,0.0,1.3759380867281577e-26,2.742827053522547e-14,0.9813959718736691,-5219.499140417467,10448.998280834934,10473.332947257244,3090.4731344867737,SR_Q_D_alphaCCC_V_WOB,0.010312741883019639,0.20319104767912635,-0.9491900735177118,0.8858002290329893,0.0030248489103930254,sub_18
