,P_diff,congruency,Response,P,congruency,Response,p_DIFF,CONGRUENCY,rESPONSE,p,CONGRUENCY,rESPONSE,rSquared,LLH,AIC,BIC,MSE,model,alpha,decay,ccc,alpha_ccc,alpha_v,subject
0,-464.2880839785774,-14.162651298900823,-0.25213179195876556,-464.28808397857716,-14.162651298900837,-0.2521317919588304,0.0,6.352272840931559e-05,0.9429935917009693,0.0,6.352272840931462e-05,0.9429935917009546,0.9457794301540228,-5714.320067403296,11438.640134806592,11462.853551217784,11604.190585426986,SR_Q_D_alphaCCC_V_WOB,0.0001,1.0,-0.768767209951565,1.0,0.0001,sub_9
