,P_diff,congruency,hand,postError,block1,block2,block3,P,congruency,hand,postError,block1,block2,block3,p_DIFF,CONGRUENCY,HAND,POSTeRROR,BLOCK1,BLOCK2,BLOCK3,p,CONGRUENCY,HAND,POSTeRROR,BLOCK1,BLOCK2,BLOCK3,rSquared,LLH,AIC,BIC,MSE,model,alpha,decay,ccc,alpha_ccc,subject
0,-370.89903839376245,47.100130539916215,21.739669249242144,-1.597866802145126e-14,42.80549372705866,38.30237326759067,22.924171474915454,-370.8990383937623,47.10013053991624,21.739669249242095,0.0,42.80549372705873,38.30237326759075,22.924171474915262,1.2453043530153754e-240,1.939813957149763e-28,2.0825303435657935e-07,1.7453581273650664e-09,1.3712153545482106e-12,2.32718937329844e-10,0.00014172798379294424,1.245304353015234e-240,1.939813957149624e-28,2.0825303435659772e-07,,1.3712153545481508e-12,2.3271893732982286e-10,0.00014172798379296538,0.9179877933453603,-6058.52749215609,12125.05498431218,12144.522717450029,17789.35252283211,SR_Q_D_alphaCCC_WOB,0.2743991301509,0.4395306102136531,-0.34074426849644723,0.18418947827855847,sub01
