,P_diff,congruency,Response,P,congruency,Response,p_DIFF,CONGRUENCY,rESPONSE,p,CONGRUENCY,rESPONSE,rSquared,LLH,AIC,BIC,MSE,model,alpha,decay,ccc,alpha_ccc,alpha_v,subject
0,-675.4871166291409,11.119669333510904,23.668094461898217,-675.4871166291405,11.11966933351074,23.66809446189852,0.0,0.06689547834976792,0.00011195098268243072,0.0,0.06689547834977212,0.00011195098268240741,0.9414890657112023,-5593.503797079718,11197.007594159437,11220.721997338396,31393.27102856869,SR_Q_D_alphaCCC_V_WOB,0.003146942496140989,0.007091964008718681,-0.9189632755092707,0.0001,0.0001,sub_8
