,P_diff,congruency,Response,P,congruency,Response,p_DIFF,CONGRUENCY,rESPONSE,p,CONGRUENCY,rESPONSE,rSquared,LLH,AIC,BIC,MSE,model,alpha,decay,alpha_error,alpha_v,subject
0,-550.6761402840832,-19.468060785349678,4.491314668816164,-550.676140284083,-19.468060785349728,4.49131466881621,0.0,6.328601342311794e-06,0.2951508371790027,0.0,6.328601342311454e-06,0.2951508371789978,0.9406277242836919,-5994.879855975307,11997.759711950614,12017.189768200795,17494.670096874546,SR_Q_D_E_V_WOB,0.02198596081861493,0.19927528683508547,0.0001,0.01314147890055599,sub_16
