,P_diff,congruency,Response,P,congruency,Response,p_DIFF,CONGRUENCY,rESPONSE,p,CONGRUENCY,rESPONSE,rSquared,LLH,AIC,BIC,MSE,model,alpha,decay,alpha_error,alpha_v,subject
0,-464.28808398636147,-14.162651321430907,-0.2521317647058785,-464.2880839863612,-14.162651321430696,-0.2521317647055925,0.0,6.35227268797897e-05,0.9429935978548729,0.0,6.352272687980464e-05,0.9429935978549373,0.9457794301432675,-5714.32006749623,11436.64013499246,11456.010868121413,11604.190585426986,SR_Q_D_E_V_WOB,0.0001,1.0,0.0001,0.0001,sub_9
