,P_diff,congruency,hand,postError,block1,block2,block3,P,congruency,hand,postError,block1,block2,block3,p_DIFF,CONGRUENCY,HAND,POSTeRROR,BLOCK1,BLOCK2,BLOCK3,p,CONGRUENCY,HAND,POSTeRROR,BLOCK1,BLOCK2,BLOCK3,rSquared,LLH,AIC,BIC,MSE,model,alpha,decay,subject
0,-443.31714143791294,18.82105262763141,-3.9916702029006457,-8.353090795114562e-14,12.911049270716902,11.244731526036322,-1.6881364122622486,-443.3171414379133,18.821052627630873,-3.9916702029006443,0.0,12.911049270716788,11.244731526036363,-1.6881364122622846,0.0,3.5462445450201887e-10,0.18029559456973598,0.0,0.002228651855396214,0.007707124830836362,0.6888471366148574,0.0,3.5462445450244477e-10,0.18029559456973615,,0.0022286518553964185,0.007707124830836125,0.6888471366148512,0.9608244622681726,-5703.896012183233,11411.792024366467,11421.52589093539,8478.082862057974,SR_Q_D_WOB,0.042427312353621224,0.4429003004249626,sub01
