,stim_color,stimPosit,correction,respPosit,RT,congruency,nblock,hand,trial_index,postError,error_outlier,block1,block2,block3,block4,block5,block6,P,Q_ll,Q_lr,Q_rl,Q_rr,PE_ll,PE_lr,PE_rl,PE_rr
0,red,1,1,0,939.5,1,1,0,1,0,0,1,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.5,-0.5
1,red,0,1,0,682.6,0,1,0,2,0,0,1,0,0,0,0,0,0.5,0.5,0.5,0.5238057279933345,0.47619427200666553,0.5,-0.5,0.0,0.0
2,red,0,1,0,391.8,0,1,0,3,0,0,1,0,0,0,0,0,0.5238057279933345,0.5238057279933345,0.47619427200666553,0.5127234020911808,0.48727659790881916,0.47619427200666553,-0.47619427200666553,0.0,0.0
3,red,0,1,0,404.8,0,1,0,4,0,0,1,0,0,0,0,0,0.5464780306160837,0.5464780306160837,0.4535219693839163,0.5068002524778571,0.4931997475221429,0.4535219693839163,-0.4535219693839163,0.0,0.0
4,green,1,1,1,369.6,0,1,1,5,0,0,1,0,0,0,0,0,0.49636548201249925,0.5680708719003934,0.4319291280996066,0.5036345179875008,0.49636548201249925,0.0,0.0,-0.5036345179875008,0.5036345179875008
5,green,1,1,1,392.5,0,1,1,6,0,0,1,0,0,0,0,0,0.5203442546990283,0.5363817092310083,0.46361829076899175,0.4796557453009717,0.5203442546990283,0.0,0.0,-0.4796557453009717,0.47965574530097166
6,green,1,1,1,325.8,0,1,1,7,0,0,1,0,0,0,0,0,0.5431813631051784,0.5194448628262976,0.4805551371737023,0.4568186368948216,0.5431813631051784,0.0,0.0,-0.4568186368948216,0.4568186368948216
7,red,0,1,0,491.0,0,1,0,8,0,0,1,0,0,0,0,0,0.5103926587927121,0.5103926587927121,0.4896073412072879,0.4350688364704137,0.5649311635295863,0.4896073412072879,-0.4896073412072879,0.0,0.0
8,red,0,1,0,391.6,0,1,0,9,0,0,1,0,0,0,0,0,0.5337035771693529,0.5337035771693529,0.4662964228306471,0.4652963647208579,0.5347036352791421,0.4662964228306471,-0.4662964228306471,0.0,0.0
9,green,0,1,1,476.4,1,1,1,10,0,0,1,0,0,0,0,0,0.4440953712183046,0.5559046287816954,0.4440953712183046,0.48145201416206024,0.5185479858379397,-0.5559046287816954,0.5559046287816953,0.0,0.0
10,green,1,1,1,377.6,0,1,1,11,0,0,1,0,0,0,0,0,0.5099133066572764,0.5294372000156702,0.4705627999843298,0.49008669334272353,0.5099133066572764,0.0,0.0,-0.49008669334272353,0.4900866933427236
11,green,0,1,1,384.7,1,1,1,12,0,0,1,0,0,0,0,0,0.48426675578487843,0.5157332442151216,0.48426675578487843,0.46675295231298436,0.5332470476870156,-0.5157332442151216,0.5157332442151216,0.0,0.0
12,red,1,1,0,429.7,1,1,0,13,0,0,1,0,0,0,0,0,0.482230513757655,0.49117843355731133,0.5088215664426886,0.482230513757655,0.517769486242345,0.0,0.0,0.517769486242345,-0.517769486242345
13,green,1,1,1,332.6,0,1,1,14,0,0,1,0,0,0,0,0,0.4931177271368774,0.4952851541882768,0.5047148458117232,0.5068822728631226,0.4931177271368774,0.0,0.0,-0.5068822728631226,0.5068822728631226
14,green,0,1,1,475.6,1,1,1,15,0,0,1,0,0,0,0,0,0.5025199346593086,0.4974800653406915,0.5025199346593086,0.48274886983827736,0.5172511301617226,-0.4974800653406915,0.49748006534069145,0.0,0.0
15,green,0,1,1,426.4,1,1,1,16,0,0,1,0,0,0,0,0,0.526205684894522,0.473794315105478,0.526205684894522,0.49077982132550824,0.5092201786744918,-0.473794315105478,0.473794315105478,0.0,0.0
16,red,1,1,0,553.5,1,1,0,17,0,0,1,0,0,0,0,0,0.495072108668093,0.45123627792509957,0.5487637220749004,0.495072108668093,0.5049278913319071,0.0,0.0,0.5049278913319071,-0.5049278913319071
17,red,1,1,0,456.5,1,1,0,18,0,0,1,0,0,0,0,0,0.5191124607426836,0.4739373463565042,0.5260626536434958,0.5191124607426836,0.4808875392573164,0.0,0.0,0.4808875392573164,-0.4808875392573164
