,P_diff,congruency,Response,P,congruency,Response,p_DIFF,CONGRUENCY,rESPONSE,p,CONGRUENCY,rESPONSE,rSquared,LLH,AIC,BIC,MSE,model,alpha,decay,alpha_v,subject
0,-548.0565916632238,-8.075643564730175,8.433907898208854,-548.0565916632245,-8.075643564729893,8.43390789820867,3.998934832440917e-304,0.1462541496525558,0.1285749634051242,3.998934832439553e-304,0.14625414965256953,0.12857496340513297,0.9094954680974277,-6218.4494277881595,12442.898855576319,12457.461919083084,29179.29176351319,SR_Q_D_V_WOB,0.012445612328905573,0.08719070901653499,0.0001,sub_10
