,P_diff,congruency,Response,P,congruency,Response,p_DIFF,CONGRUENCY,rESPONSE,p,CONGRUENCY,rESPONSE,rSquared,LLH,AIC,BIC,MSE,model,alpha,alpha_v,subject
0,-604.9064224713262,-43.70722416001311,14.311740897762974,-604.9064224713266,-43.707224160013666,14.311740897763013,2.6025225028770864e-305,3.3951353123049325e-12,0.02310453138890622,2.6025225028770864e-305,3.3951353123030253e-12,0.023104531388905794,0.8988924707686631,-6352.67059470666,12709.34118941332,12719.05411338251,37652.93898483827,SR_Q_V_WOB,0.0024452152148477842,0.008233282204211524,sub_13
