,P_diff,congruency,Response,P,congruency,Response,p_DIFF,CONGRUENCY,rESPONSE,p,CONGRUENCY,rESPONSE,rSquared,LLH,AIC,BIC,MSE,model,alpha,decay,alpha_v,subject
0,-613.7175554550831,0.9369156830004357,-4.123797224626376,-613.7175554550831,0.9369156830003291,-4.123797224626168,0.0,0.8741176708516935,0.485643287683423,0.0,0.8741176708517078,0.485643287683445,0.9182079052077294,-6312.821594554955,12631.64318910991,12646.222033820872,33214.761207610805,SR_Q_D_V_WOB,0.0001,0.9999999999999972,0.00010001240070361782,sub_11
