,P_diff,congruency,hand,postError,block1,block2,block3,P,congruency,hand,postError,block1,block2,block3,p_DIFF,CONGRUENCY,HAND,POSTeRROR,BLOCK1,BLOCK2,BLOCK3,p,CONGRUENCY,HAND,POSTeRROR,BLOCK1,BLOCK2,BLOCK3,rSquared,LLH,AIC,BIC,MSE,model,alpha,decay,ccc,alpha_ccc,subject
0,-299.04321844259124,62.10168833001318,35.88091687019035,-5.3506660639193506e-14,61.29429709340722,56.29270471620676,41.393620951148144,-299.04321844259107,62.10168833001332,35.88091687019036,0.0,61.294297093407174,56.2927047162068,41.39362095114818,3.86444100113818e-177,1.431321741035079e-36,1.1333807526932209e-13,1.187107308343683e-123,1.995263774139919e-18,8.97457881335454e-16,2.854860038944487e-09,3.86444100113818e-177,1.4313217410345676e-36,1.1333807526932209e-13,,1.995263774140048e-18,8.974578813354216e-16,2.8548600389442884e-09,0.8885954997365352,-6205.551312726298,12419.102625452597,12438.570358590445,24109.345658311515,SR_Q_D_alphaCCC_WOB,0.48838540087615007,0.8451321720356544,-0.06284192452260418,0.5538447192079323,sub01
