,stim_color,stimPosit,correction,respPosit,RT,congruency,nblock,hand,trial_index,postError,error_outlier,block1,block2,block3,block4,block5,block6,P,Q_ll,Q_lr,Q_rl,Q_rr,PE_ll,PE_lr,PE_rl,PE_rr
0,red,1,1,0,939.5,1,1,0,1,0,0,1,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.5,-0.5
1,red,0,1,0,682.6,0,1,0,2,0,0,1,0,0,0,0,0,0.5,0.5,0.5,0.5212136561768106,0.4787863438231894,0.5,-0.5,0.0,0.0
2,red,0,1,0,391.8,0,1,0,3,0,0,1,0,0,0,0,0,0.5212136561768106,0.5212136561768106,0.4787863438231894,0.5118181212708528,0.48818187872914726,0.4787863438231894,-0.4787863438231894,0.0,0.0
3,red,0,1,0,404.8,0,1,0,4,0,0,1,0,0,0,0,0,0.5415272739368453,0.5415272739368453,0.45847272606315465,0.5065838716913522,0.4934161283086478,0.4584727260631547,-0.45847272606315465,0.0,0.0
4,green,1,1,1,369.6,0,1,1,5,0,0,1,0,0,0,0,0,0.49633212712454583,0.560979039491143,0.43902096050885697,0.5036678728754542,0.49633212712454583,0.0,0.0,-0.5036678728754542,0.5036678728754542
5,green,1,1,1,392.5,0,1,1,6,0,0,1,0,0,0,0,0,0.5177014012895167,0.5339714039710998,0.4660285960289003,0.48229859871048336,0.5177014012895167,0.0,0.0,-0.48229859871048336,0.4822985987104833
6,green,1,1,1,325.8,0,1,1,7,0,0,1,0,0,0,0,0,0.5381640345847202,0.5189254586067279,0.48107454139327216,0.4618359654152799,0.5381640345847202,0.0,0.0,-0.4618359654152799,0.4618359654152798
7,red,0,1,0,491.0,0,1,0,8,0,0,1,0,0,0,0,0,0.5105433671148734,0.5105433671148734,0.4894566328851267,0.4422415066544696,0.5577584933455304,0.48945663288512664,-0.4894566328851267,0.0,0.0
8,red,0,1,0,391.6,0,1,0,9,0,0,1,0,0,0,0,0,0.5313096965618423,0.5313096965618423,0.4686903034381577,0.46782276128688316,0.5321772387131168,0.46869030343815765,-0.4686903034381577,0.0,0.0
9,green,0,1,1,476.4,1,1,1,10,0,0,1,0,0,0,0,0,0.44880503353707346,0.5511949664629265,0.44880503353707346,0.48207407030154076,0.5179259296984593,-0.5511949664629265,0.5511949664629265,0.0,0.0
10,green,1,1,1,377.6,0,1,1,11,0,0,1,0,0,0,0,0,0.5099865298703556,0.5278092454530602,0.4721907545469398,0.4900134701296444,0.5099865298703556,0.0,0.0,-0.4900134701296444,0.49001347012964436
11,green,0,1,1,384.7,1,1,1,12,0,0,1,0,0,0,0,0,0.48450747799078414,0.5154925220092158,0.48450747799078414,0.46922351557497216,0.5307764844250279,-0.5154925220092158,0.5154925220092159,0.0,0.0
12,red,1,1,0,429.7,1,1,0,13,0,0,1,0,0,0,0,0,0.482854430080606,0.49362155976197486,0.5063784402380251,0.482854430080606,0.517145569919394,0.0,0.0,0.517145569919394,-0.517145569919394
13,green,1,1,1,332.6,0,1,1,14,0,0,1,0,0,0,0,0,0.4952044732921324,0.49644657292342326,0.5035534270765767,0.5047955267078676,0.4952044732921324,0.0,0.0,-0.5047955267078676,0.5047955267078676
14,green,0,1,1,475.6,1,1,1,15,0,0,1,0,0,0,0,0,0.5019796131212884,0.4980203868787116,0.5019796131212884,0.4833784092215222,0.5166215907784778,-0.4980203868787116,0.49802038687871164,0.0,0.0
15,green,0,1,1,426.4,1,1,1,16,0,0,1,0,0,0,0,0,0.5231092796338628,0.4768907203661372,0.5231092796338628,0.4907401169370667,0.5092598830629332,-0.4768907203661372,0.4768907203661372,0.0,0.0
16,red,1,1,0,553.5,1,1,0,17,0,0,1,0,0,0,0,0,0.4948413220201387,0.4566575288146197,0.5433424711853803,0.4948413220201387,0.5051586779798612,0.0,0.0,0.5051586779798614,-0.5051586779798612
17,red,1,1,0,456.5,1,1,0,18,0,0,1,0,0,0,0,0,0.5162738470389326,0.4758539227572096,0.5241460772427904,0.5162738470389326,0.4837261529610673,0.0,0.0,0.48372615296106736,-0.4837261529610673
18,green,1,1,1,427.2,0,1,1,19,0,0,1,0,0,0,0,0,0.4632029523757725,0.4865482278635866,0.5134517721364134,0.5367970476242274,0.4632029523757725,0.0,0.0,-0.5367970476242274,0.5367970476242274
19,red,0,1,0,484.4,0,1,0,20,0,0,1,0,0,0,0,0,0.49250602191856996,0.49250602191856996,0.50749397808143,0.5140221916141726,0.4859778083858273,0.50749397808143,-0.50749397808143,0.0,0.0
