,P_diff,congruency,Response,P,congruency,Response,p_DIFF,CONGRUENCY,rESPONSE,p,CONGRUENCY,rESPONSE,rSquared,LLH,AIC,BIC,MSE,model,alpha,decay,alpha_v,subject
0,-534.78530824721,-12.479098178114594,28.396348324852053,-534.7853082472101,-12.479098178114171,28.396348324852063,5.0563754227314634e-285,0.03204576113594787,1.20161453433559e-06,5.056375422730314e-285,0.03204576113595357,1.201614534335572e-06,0.9037911660205026,-6268.26579762489,12542.53159524978,12557.09782164561,31964.38237180083,SR_Q_D_V_WOB,0.005837255156217371,0.1650131460850115,0.005779592865544678,sub_5
