,P_diff,congruency,Response,P,congruency,Response,p_DIFF,CONGRUENCY,rESPONSE,p,CONGRUENCY,rESPONSE,rSquared,LLH,AIC,BIC,MSE,model,alpha,decay,alpha_error,ccc,alpha_ccc,alpha_v,subject
0,-293.99524340711247,56.388885060891255,71.27102264516334,-293.99524340711264,56.38888506089123,71.27102264516334,5.734532385028715e-141,3.882327747791716e-19,5.847305419982028e-29,5.734532385028715e-141,3.8823277477918557e-19,5.847305419981944e-29,0.8004106556256616,-6432.352787895911,12876.705575791822,12905.85696600057,43281.00450561707,SR_Q_D_E_alphaCCC_V_WOB,0.9498414123703358,0.784787357234289,0.4489373675900631,-0.9562685241900775,0.05993548349526183,0.35668745491591,sub_1
