P_diff,congruency,hand,postError,block1,block2,block3,P,congruency.1,hand.1,postError.1,block1.1,block2.1,block3.1,p_DIFF,CONGRUENCY,HAND,POSTeRROR,BLOCK1,BLOCK2,BLOCK3,p,CONGRUENCY.1,HAND.1,POSTeRROR.1,BLOCK1.1,BLOCK2.1,BLOCK3.1,rSquared,LLH,AIC,BIC,MSE,model,alpha,subject
-433.96976705959213,17.294342300858304,-3.8874552036667542,-1.0617938867207865e-13,12.545788877433662,10.948976139198694,-1.2414729229282755,-433.96976705959196,17.294342300858517,-3.8874552036664136,0.0,12.545788877433699,10.948976139198775,-1.2414729229282928,0.0,2.9334385959744717e-08,0.208664218648,1.3475609631828551e-240,0.0041813608671463255,0.012388556596700524,0.7763868647353431,0.0,2.933438595973317e-08,0.20866421864803944,,0.004181360867146194,0.012388556596699792,0.7763868647353404,0.957915472277192,-5738.2772822949455,11478.554564589891,11483.421497874353,9107.62523345573,SR_Q_WOB,0.0001,sub01
