,P_diff,congruency,Response,P,congruency,Response,p_DIFF,CONGRUENCY,rESPONSE,p,CONGRUENCY,rESPONSE,rSquared,LLH,AIC,BIC,MSE,model,alpha,alpha_v,subject
0,-437.1872259553618,-20.41471368482822,-13.933217618067914,-437.1872259553619,-20.414713684828534,-13.933217618067868,0.0,1.6771529524053742e-27,4.321586861225866e-14,0.0,1.6771529524027666e-27,4.32158686122657e-14,0.9809682439411033,-5230.40993991974,10464.81987983948,10474.553746408405,3161.5266544811166,SR_Q_V_WOB,0.0001,0.0010352826623309741,sub_18
