,P_diff,congruency,Response,P,congruency,Response,p_DIFF,CONGRUENCY,rESPONSE,p,CONGRUENCY,rESPONSE,rSquared,LLH,AIC,BIC,MSE,model,alpha,alpha_v,subject
0,-436.24940771600933,1.1130319103827184,16.431991843601754,-436.2494077160096,1.1130319103828619,16.43199184360187,0.0,0.7449832071048592,2.137431734204679e-06,0.0,0.7449832071048275,2.137431734204307e-06,0.9481724573870416,-5798.373031546755,11600.74606309351,11610.465292900817,11280.114344398524,SR_Q_V_WOB,0.0017305287621299731,0.0013951350934480653,sub_7
