P_diff,congruency,hand,postError,block1,block2,block3,P,congruency.1,hand.1,postError.1,block1.1,block2.1,block3.1,p_DIFF,CONGRUENCY,HAND,POSTeRROR,BLOCK1,BLOCK2,BLOCK3,p,CONGRUENCY.1,HAND.1,POSTeRROR.1,BLOCK1.1,BLOCK2.1,BLOCK3.1,rSquared,LLH,AIC,BIC,MSE,model,alpha,decay,alpha_error,ccc,alpha_ccc,subject
-416.95300122718965,22.07237651587335,-0.39527999597198615,2.0632499505419292e-14,16.955468294957154,12.753088211259167,3.1241241470766825,-416.95300122718965,22.07237651587316,-0.39527999597192265,0.0,16.95546829495731,12.75308821125936,3.124124147076678,0.0,7.484008295070006e-11,0.9063377109558688,5.522880738990364e-29,0.0003784698050320605,0.007600423902925506,0.5111586639287455,0.0,7.484008295073133e-11,0.906337710955884,,0.000378469805032008,0.007600423902924581,0.5111586639287462,0.9499320430880508,-5821.653791218837,11653.307582437674,11677.642248859984,10835.340373501387,SR_Q_D_E_alphaCCC_WOB,0.00010661896972251236,1.0,1.0,-0.591657858065913,1.0,sub01
