,P_diff,congruency,Response,P,congruency,Response,p_DIFF,CONGRUENCY,rESPONSE,p,CONGRUENCY,rESPONSE,rSquared,LLH,AIC,BIC,MSE,model,alpha,decay,alpha_error,ccc,alpha_ccc,alpha_v,subject
0,-541.1024054796458,-7.865295271478141,7.747156493647664,-541.1024054796451,-7.865295271477236,7.747156493648391,2.546449288320847e-300,0.1611316816088348,0.16750952815838874,2.5464492883214267e-300,0.16113168160888192,0.1675095281583483,0.9078026290018839,-6227.2334489961295,12466.466897992259,12495.59302500579,29724.325843002185,SR_Q_D_E_alphaCCC_V_WOB,0.00010003830690254475,1.0,0.00010021129360068663,-0.21091550362400158,0.0001,0.00010019413764939133,sub_10
