,P_diff,congruency,hand,postError,block1,block2,block3,P,congruency,hand,postError,block1,block2,block3,p_DIFF,CONGRUENCY,HAND,POSTeRROR,BLOCK1,BLOCK2,BLOCK3,p,CONGRUENCY,HAND,POSTeRROR,BLOCK1,BLOCK2,BLOCK3,rSquared,LLH,AIC,BIC,MSE,model,alpha,decay,alpha_error,ccc,alpha_ccc,subject
0,-437.89253844193274,18.375241117910456,-4.234018019138924,-8.122964977215106e-14,13.048312748248431,11.36131977451747,-1.2400521600206524,-437.892538441933,18.375241117910313,-4.234018019138903,0.0,13.048312748248184,11.36131977451752,-1.2400521600205883,0.0,1.2986698625116614e-09,0.1592302936558992,2.9017718931224898e-291,0.002184578261536341,0.007605497941672348,0.7704982149508773,0.0,1.298669862512059e-09,0.15923029365590147,,0.0021845782615367766,0.00760549794167201,0.7704982149508887,0.9601466722115568,-5712.129641814237,11434.259283628475,11458.593950050785,8624.765220380772,SR_Q_D_E_alphaCCC_WOB,0.035184041069601546,0.8808282727093226,0.10474584511498558,-0.8345317537015655,0.9832606043916826,sub01
