,P_diff,congruency,Response,P,congruency,Response,p_DIFF,CONGRUENCY,rESPONSE,p,CONGRUENCY,rESPONSE,rSquared,LLH,AIC,BIC,MSE,model,alpha,decay,alpha_error,ccc,alpha_ccc,alpha_v,subject
0,-521.1036666095431,-11.607462303385057,-14.685963288681556,-521.1036666095429,-11.607462303384708,-14.685963288681654,0.0,0.003883048299258102,0.0002659859748125019,0.0,0.0038830482992591193,0.00026598597481247786,0.9402067345566465,-5910.607062959431,11833.214125918861,11862.340252932392,15241.207943947698,SR_Q_D_E_alphaCCC_V_WOB,0.022221664345445716,0.9297272030884214,0.0001,-0.34095374312883797,0.02353812868641595,0.055058533246426095,sub_15
