,P_diff,congruency,hand,postError,block1,block2,block3,P,congruency,hand,postError,block1,block2,block3,p_DIFF,CONGRUENCY,HAND,POSTeRROR,BLOCK1,BLOCK2,BLOCK3,p,CONGRUENCY,HAND,POSTeRROR,BLOCK1,BLOCK2,BLOCK3,rSquared,LLH,AIC,BIC,MSE,model,alpha,decay,subject
0,-443.35169789163547,19.05391740464169,-3.8922853801614976,-8.357561709027717e-14,13.185631120814325,11.471289637986859,-1.5356421973598757,-443.35169789163575,19.05391740464131,-3.8922853801614954,0.0,13.185631120814307,11.471289637986846,-1.5356421973597612,0.0,2.1542257206922964e-10,0.19142976765091962,0.0,0.001792793976848088,0.006569647110153756,0.7157149465460834,0.0,2.1542257206941374e-10,0.19142976765091987,,0.0017927939768481106,0.006569647110153865,0.7157149465461035,0.9607985087649068,-5704.213903335453,11412.427806670907,11422.16167323983,8483.69952978458,SR_Q_D_WOB,0.04761145598672058,0.46553189497861736,sub01
