,P_diff,congruency,Response,P,congruency,Response,p_DIFF,CONGRUENCY,rESPONSE,p,CONGRUENCY,rESPONSE,rSquared,LLH,AIC,BIC,MSE,model,alpha,decay,ccc,alpha_ccc,alpha_v,subject
0,-439.3908565124426,-1.9787765518438887,16.46371547869279,-439.3908565124425,-1.978776551843639,16.463715478693118,0.0,0.5675204405276242,2.255415463626159e-06,0.0,0.5675204405276728,2.255415463625074e-06,0.9477466524219685,-5802.271868258436,11614.543736516873,11638.841811035143,11372.98896094865,SR_Q_D_alphaCCC_V_WOB,0.0001,1.0,-0.30351132431361716,1.0,0.0001,sub_7
