P_diff,congruency,hand,postError,block1,block2,block3,P,congruency.1,hand.1,postError.1,block1.1,block2.1,block3.1,p_DIFF,CONGRUENCY,HAND,POSTeRROR,BLOCK1,BLOCK2,BLOCK3,p,CONGRUENCY.1,HAND.1,POSTeRROR.1,BLOCK1.1,BLOCK2.1,BLOCK3.1,rSquared,LLH,AIC,BIC,MSE,model,alpha,decay,ccc,alpha_ccc,subject
-370.8990383937625,47.10013053991622,21.739669249242144,-1.597866802145126e-14,42.80549372705866,38.30237326759067,22.924171474915447,-370.8990383937623,47.100130539916236,21.739669249242095,0.0,42.805493727058725,38.30237326759075,22.924171474915266,1.2453043530153749e-240,1.939813957149763e-28,2.0825303435657932e-07,1.7453581273650664e-09,1.3712153545482108e-12,2.32718937329844e-10,0.00014172798379294424,1.2453043530152337e-240,1.939813957149624e-28,2.0825303435659766e-07,,1.3712153545481508e-12,2.3271893732982286e-10,0.00014172798379296538,0.9179877933453604,-6058.52749215609,12125.05498431218,12144.522717450027,17789.35252283211,SR_Q_D_alphaCCC_WOB,0.2743991301509,0.4395306102136531,-0.34074426849644723,0.18418947827855847,sub01
