,stim_color,stimPosit,correction,respPosit,RT,congruency,nblock,hand,trial_index,postError,error_outlier,block1,block2,block3,block4,block5,block6,P,Q_ll,Q_lr,Q_rl,Q_rr,PE_ll,PE_lr,PE_rl,PE_rr
0,red,1,1,0,939.5,1,1,0,1,0,0,1,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.5,-0.5
1,red,0,1,0,682.6,0,1,0,2,0,0,1,0,0,0,0,0,0.5,0.5,0.5,0.7441927004376424,0.2558072995623576,0.5,-0.5,0.0,0.0
2,red,0,1,0,391.8,0,1,0,3,0,0,1,0,0,0,0,0,0.7441927004376424,0.7441927004376424,0.2558072995623576,0.5378175931218915,0.4621824068781085,0.2558072995623576,-0.2558072995623576,0.0,0.0
3,red,0,1,0,404.8,0,1,0,4,0,0,1,0,0,0,0,0,0.8691252509812285,0.8691252509812285,0.1308747490187715,0.5058567285056833,0.49414327149431664,0.1308747490187715,-0.1308747490187715,0.0,0.0
4,green,1,1,1,369.6,0,1,1,5,0,0,1,0,0,0,0,0,0.4990929811773392,0.9330425677452135,0.0669574322547865,0.5009070188226609,0.4990929811773392,0.0,0.0,-0.5009070188226609,0.5009070188226608
5,green,1,1,1,392.5,0,1,1,6,0,0,1,0,0,0,0,0,0.7437286563662882,0.5670643618834527,0.43293563811654734,0.2562713436337118,0.7437286563662882,0.0,0.0,-0.2562713436337118,0.25627134363371185
6,green,1,1,1,325.8,0,1,1,7,0,0,1,0,0,0,0,0,0.8688878392596864,0.5103861120588056,0.4896138879411944,0.1311121607403136,0.8688878392596864,0.0,0.0,-0.1311121607403136,0.13111216074031362
7,red,0,1,0,491.0,0,1,0,8,0,0,1,0,0,0,0,0,0.501608474615557,0.501608474615557,0.4983915253844429,0.06707889555753076,0.9329211044424692,0.498391525384443,-0.4983915253844429,0.0,0.0
8,red,0,1,0,391.6,0,1,0,9,0,0,1,0,0,0,0,0,0.7450156195332829,0.7450156195332829,0.2549843804667171,0.4329544488744209,0.5670455511255791,0.2549843804667171,-0.2549843804667171,0.0,0.0
9,green,0,1,1,476.4,1,1,1,10,0,0,1,0,0,0,0,0,0.13045373159554335,0.8695462684044567,0.13045373159554335,0.4896168011224087,0.5103831988775913,-0.8695462684044567,0.8695462684044566,0.0,0.0
10,green,1,1,1,377.6,0,1,1,11,0,0,1,0,0,0,0,0,0.50160802345751,0.38795265084707553,0.6120473491529245,0.49839197654249007,0.50160802345751,0.0,0.0,-0.49839197654249007,0.49839197654249
11,green,0,1,1,384.7,1,1,1,12,0,0,1,0,0,0,0,0,0.5173525295926439,0.4826474704073561,0.5173525295926439,0.2549846112857605,0.7450153887142396,-0.4826474704073561,0.4826474704073561,0.0,0.0
12,red,1,1,0,429.7,1,1,0,13,0,0,1,0,0,0,0,0,0.462054998931619,0.24692949209101733,0.7530705079089827,0.462054998931619,0.5379450010683811,0.0,0.0,0.5379450010683811,-0.5379450010683811
13,green,1,1,1,332.6,0,1,1,14,0,0,1,0,0,0,0,0,0.24000699762343047,0.46080752011792314,0.5391924798820769,0.7599930023765695,0.24000699762343047,0.0,0.0,-0.7599930023765695,0.7599930023765695
14,green,0,1,1,475.6,1,1,1,15,0,0,1,0,0,0,0,0,0.5060696542319323,0.49393034576806777,0.5060696542319323,0.3390748837761406,0.6609251162238594,-0.49393034576806777,0.4939303457680677,0.0,0.0
15,green,0,1,1,426.4,1,1,1,16,0,0,1,0,0,0,0,0,0.7472980241543381,0.25270197584566195,0.7472980241543381,0.47507787678526003,0.52492212321474,-0.25270197584566195,0.2527019758456619,0.0,0.0
16,red,1,1,0,553.5,1,1,0,17,0,0,1,0,0,0,0,0,0.4961403649094361,0.1292860200703018,0.8707139799296982,0.4961403649094361,0.5038596350905639,0.0,0.0,0.503859635090564,-0.5038596350905639
17,red,1,1,0,456.5,1,1,0,18,0,0,1,0,0,0,0,0,0.742218054778016,0.4425883311317145,0.5574116688682855,0.742218054778016,0.2577819452219841,0.0,0.0,0.25778194522198405,-0.2577819452219841
18,green,1,1,1,427.2,0,1,1,19,0,0,1,0,0,0,0,0,0.1318850065663347,0.4911087795424744,0.5088912204575256,0.8681149934336654,0.1318850065663347,0.0,0.0,-0.8681149934336654,0.8681149934336653
19,red,0,1,0,484.4,0,1,0,20,0,0,1,0,0,0,0,0,0.49862303599977753,0.49862303599977753,0.5013769640002225,0.3873140799749028,0.6126859200250973,0.5013769640002225,-0.5013769640002225,0.0,0.0
20,red,0,1,0,401.4,0,1,0,21,0,0,1,0,0,0,0,0,0.7434882255526594,0.7434882255526594,0.2565117744473406,0.4825485763233805,0.5174514236766196,0.25651177444734063,-0.2565117744473406,0.0,0.0
21,red,0,1,0,510.4,0,1,0,22,0,0,1,0,0,0,0,0,0.8687648313453544,0.8687648313453544,0.13123516865464552,0.49729733592029024,0.5027026640797098,0.13123516865464557,-0.13123516865464552,0.0,0.0
22,green,1,1,1,365.4,0,1,1,23,0,0,1,0,0,0,0,0,0.500418555715746,0.9328581717976892,0.06714182820231085,0.49958144428425405,0.500418555715746,0.0,0.0,-0.49958144428425405,0.499581444284254
23,red,0,1,0,378.4,0,1,0,24,0,0,1,0,0,0,0,0,0.5670358048835739,0.5670358048835739,0.43296419511642614,0.2555931603476349,0.7444068396523651,0.43296419511642614,-0.43296419511642614,0.0,0.0
24,green,1,1,1,359.3,0,1,1,25,0,0,1,0,0,0,0,0,0.5378507563969579,0.7784891968801546,0.22151080311984533,0.4621492436030421,0.5378507563969579,0.0,0.0,-0.4621492436030421,0.4621492436030421
25,green,1,1,1,508.3,0,1,1,26,0,0,1,0,0,0,0,0,0.7635576999982393,0.5431290170327816,0.4568709829672184,0.23644230000176072,0.7635576999982393,0.0,0.0,-0.23644230000176072,0.2364423000017607
26,green,1,1,1,449.3,0,1,1,27,0,0,1,0,0,0,0,0,0.8790326674684735,0.5066792971901687,0.49332070280983126,0.12096733253152646,0.8790326674684735,0.0,0.0,-0.12096733253152646,0.12096733253152647
27,red,0,1,0,518.1,0,1,0,28,0,0,1,0,0,0,0,0,0.5010344082481798,0.5010344082481798,0.4989655917518202,0.06188865334030303,0.938111346659697,0.4989655917518202,-0.4989655917518202,0.0,0.0
28,red,0,1,0,395.3,0,1,0,29,0,0,1,0,0,0,0,0,0.7447219187988662,0.7447219187988662,0.2552780812011338,0.4321506473356222,0.5678493526643777,0.2552780812011338,-0.2552780812011338,0.0,0.0
