,P_diff,congruency,Response,P,congruency,Response,p_DIFF,CONGRUENCY,rESPONSE,p,CONGRUENCY,rESPONSE,rSquared,LLH,AIC,BIC,MSE,model,alpha,decay,alpha_error,alpha_v,subject
0,-678.3151791068301,7.292235263439292,24.29427779196227,-678.3151791068304,7.292235263439314,24.29427779196291,3.95e-322,0.23589072517805684,8.315941816651871e-05,3.95e-322,0.23589072517805532,8.315941816648087e-05,0.9405614038473558,-5600.17337412861,11208.34674825722,11227.318270800388,32016.155219863365,SR_Q_D_E_V_WOB,0.0001,1.0,0.0001,0.0001,sub_8
