,P_diff,congruency,Response,P,congruency,Response,p_DIFF,CONGRUENCY,rESPONSE,p,CONGRUENCY,rESPONSE,rSquared,LLH,AIC,BIC,MSE,model,alpha,decay,alpha_error,ccc,alpha_ccc,alpha_v,subject
0,-589.2321080100335,-22.679949161870155,24.926550685029447,-589.2321080100335,-22.67994916186994,24.926550685029298,1.1843999763938962e-255,0.0009076464301324896,0.0002654128909793602,1.1843999763938962e-255,0.0009076464301325857,0.00026541289097938535,0.8861686148538259,-6218.397770935919,12448.795541871837,12477.748302089369,42860.2951566758,SR_Q_D_E_alphaCCC_V_WOB,0.026831739540886145,0.2824903902812813,0.010543561221225814,-0.20939279567472824,0.26579141816163987,0.04687036017720734,sub_12
