,P_diff,congruency,hand,postError,block1,block2,block3,P,congruency,hand,postError,block1,block2,block3,p_DIFF,CONGRUENCY,HAND,POSTeRROR,BLOCK1,BLOCK2,BLOCK3,p,CONGRUENCY,HAND,POSTeRROR,BLOCK1,BLOCK2,BLOCK3,rSquared,LLH,AIC,BIC,MSE,model,alpha,decay,alpha_error,subject
0,-219.11172615153643,82.6855475358033,58.631219237874454,5.125576518722063e-15,83.8928672893658,76.50972535113425,62.438464946150106,-219.11172615153652,82.68554753580325,58.63121923787452,0.0,83.89286728936578,76.50972535113426,62.438464946150155,9.99476548876406e-109,2.810494090978524e-47,1.3318565854104674e-25,0.006065899777649047,1.4699270722402008e-24,1.1705532426047792e-20,2.078148827431458e-14,9.994765488764628e-109,2.8104940909788454e-47,1.331856585410257e-25,,1.4699270722403167e-24,1.1705532426046446e-20,2.0781488274313983e-14,0.8450586207118151,-6363.89329187584,12733.78658375168,12748.387383605066,33531.27815727417,SR_Q_D_E_WOB,0.7439919991947659,0.5676506977084985,0.31644825709833635,sub01
