,P_diff,congruency,hand,postError,block1,block2,block3,P,congruency,hand,postError,block1,block2,block3,p_DIFF,CONGRUENCY,HAND,POSTeRROR,BLOCK1,BLOCK2,BLOCK3,p,CONGRUENCY,HAND,POSTeRROR,BLOCK1,BLOCK2,BLOCK3,rSquared,LLH,AIC,BIC,MSE,model,alpha,alpha_error,ccc,alpha_ccc,subject
0,-1.5156001521373579,7.7496921703618025,17.632758312206406,2.1665298576456147,182.2521765554995,181.4573312126026,188.4716898395662,-1.5156001521372362,7.749692170361847,17.632758312206327,2.1665298576456733,182.25217655549937,181.45733121260255,188.47168983956604,0.567062014898807,0.0018215941756079752,1.9810099766258191e-16,0.6946239106265499,0.0,0.0,0.0,0.5670620148988381,0.0018215941756078813,1.9810099766265326e-16,0.6946239106265419,0.0,0.0,0.0,0.06464618347559836,-7324.71453191719,14657.42906383438,14678.035005689999,5669.55955620359,AB_Q_E_alphaCCC_WOB,0.07702441188357932,0.894396233603607,-0.04210483222095751,0.8946376465763469,sub04
