subject,SR_Q_WOB,SR_Q_D_WOB,SR_Q_D_E_WOB,SR_Q_D_alphaCCC_WOB,SR_Q_D_E_alphaCCC_WOB
sub01,2559.7425532596812,2427.7301002020113,2375.635000442127,2360.075752416163,2377.183180598137
sub02,3051.6837912028514,2947.8900779229793,2957.343520686963,3122.6468351357794,3117.6085626463696
sub04,5662.059346498724,5661.02735237815,5649.215872662437,5659.053545503097,5649.004967370031
sub13,5545.285766658249,5541.460947147792,5412.172732745045,5397.206673197492,5515.771348539533
sub14,5850.692916877509,5790.012498895326,5773.939395597567,5796.561081486117,5795.891785912288
sub15,10111.663588103891,9831.707116248526,9891.740829978398,10051.037799988033,9818.312136462197
sub16,8348.61684169991,8233.57938623968,8327.826632554792,8130.359334808924,8026.070169411154
sub33,6648.422599042835,6343.597291778611,6340.898301667646,6395.886064408385,6506.900436563555
sub34,6363.458610276498,6320.627654065785,6429.293175665859,6334.29919241769,6381.914113049042
sub35,7485.124779300815,7354.7409305377805,7274.6557967893505,7346.721895417645,7309.94926949006
sub36,32278.71932671817,31007.69981560684,31868.404571823205,31508.96087608525,31775.667285866515
sub37,7616.2037092790615,7358.735291323214,7767.546642089845,7329.370429702758,7355.045344195527
sub38,7091.124838157387,6986.00211126586,7006.69534735214,6995.010255857906,6989.277787439104
sub39,6678.612307198951,6136.135240046878,5994.80041141004,6126.463649637002,5910.52815426861
sub40,4263.638013588415,4240.847155963583,4346.144614437744,4249.633649699589,4282.093918522256
sub09,4791.480776817496,4611.602848200313,4575.647125371398,4748.334205280825,4524.608166257791
sub10,6675.315883400834,6557.16629776681,6591.338418012262,6586.632452586803,6600.967038817642
sub11,12135.990180959423,11850.066028204907,11847.585726090316,12041.725532740142,11935.194478069558
sub12,6935.9600147168985,6964.925324953167,6900.145691708628,6901.216376725568,6947.8263365183275
sub17,2732.126508936144,2710.384920597077,2678.9685330471043,2718.9312096882963,2724.8859544902484
sub18,17153.93023147523,17173.973582425704,17103.956752497037,17118.379576555082,17163.689613060913
sub19,11764.792601763671,11673.274536438466,11671.726357244768,11678.514425873524,11741.299191921446
sub20,7607.469741985927,7265.450786003123,7250.25289614481,7251.547555773198,7349.165524213252
sub41,7428.202742437853,7097.529996165842,7201.088136609248,7096.747071308552,7082.825049557853
sub42,11663.238101207842,11698.267457646065,11686.287240530577,11671.683120560398,11693.804879206953
sub43,17599.47050151856,17642.41842449587,17547.480029080038,17545.500849702206,17493.32791439543
sub44,8421.939238001069,8490.53689602463,8377.143829865101,8366.184740234376,8488.685214313871
sub45,4189.56430730794,3975.1030724276206,3966.4874630279246,4201.308087492513,4087.8212926908773
sub46,11637.822005564522,11565.544134179072,11600.370550237325,11562.691283291966,11616.282804421626
sub47,5556.460033801067,5335.221078217823,5405.779367835874,5340.281272428157,5362.847109779042
sub48,10040.041987247472,9876.7843072976,9686.381192304947,9733.938997846948,9872.506420029527
sub05,4833.908559041405,4825.921662833838,4828.003113517342,4834.94105067087,4823.655728009465
sub06,3166.472125799005,3239.220810391813,3052.179725422157,3059.8361232546617,3069.076678830329
sub07,12790.322362000266,12889.536173103384,12871.101509837159,12888.83408616128,12889.411300854954
sub08,20556.449584394988,20602.16555643879,20563.326321269968,20542.109751503394,20554.19324154583
sub21,3685.6348817435496,3654.291907801505,3718.246422048927,3632.117394777146,3685.3583617549543
sub22,6394.638921541171,6359.56056005239,6394.285319131051,6393.101810140932,6469.065695442709
sub23,2630.617777552359,2561.285969803049,2808.8647439287506,2631.8435441118936,2592.814491666673
sub24,4826.889583861494,4802.199845363634,4786.370024794109,4806.664714699241,4816.441080800766
sub25,2913.3021301609556,2906.2015777827332,2891.460383352385,2895.464669446913,2905.8418072726977
sub26,10617.711122674396,10325.914679786682,10921.72802133206,10732.381077148437,10091.649674217224
sub27,9830.473658691406,9542.468136230467,9219.326892088771,9160.148908173249,9681.357940940734
sub28,5784.344912741089,5771.037678171309,6005.673210262005,5910.620188605798,5778.802912397092
sub29,1297.6702265449253,1292.9239215519256,1259.6920368786466,1265.4107862949515,1352.0902890551874
sub30,8295.710070775682,8250.774157812957,8211.131791887256,8218.438813510316,8201.192871304533
sub31,5224.464642778145,5119.5753487393295,5117.642148154177,5331.29447302246,5124.6063569968355
sub32,3349.880929717899,3252.323170944878,3243.5185127346144,3238.9897377597213,3245.47898866301
