P_diff,congruency,hand,postError,block1,block2,block3,P,congruency.1,hand.1,postError.1,block1.1,block2.1,block3.1,p_DIFF,CONGRUENCY,HAND,POSTeRROR,BLOCK1,BLOCK2,BLOCK3,p,CONGRUENCY.1,HAND.1,POSTeRROR.1,BLOCK1.1,BLOCK2.1,BLOCK3.1,rSquared,LLH,AIC,BIC,MSE,model,alpha,ccc,alpha_ccc,subject
-9.70608164060641,9.717272381270867,2.678710027852192,13.754418318726124,176.70364266490606,183.69699200540828,187.61715247698262,-9.706081640606346,9.717272381270847,2.678710027852075,13.754418318726142,176.70364266490606,183.69699200540816,187.61715247698226,3.976684152868033e-07,1.3387379923519436e-08,0.05630282031246801,0.047923589794224265,0.0,0.0,0.0,3.976684152868772e-07,1.3387379923520713e-08,0.05630282031247887,0.04792358979422403,0.0,0.0,0.0,0.10624348066604927,-6716.591965084219,13439.183930168438,13454.605289297742,2456.4787716794585,AB_Q_alphaCCC_WOB,0.9857740614497216,-0.0018616174588433894,0.3955049587730326,sub01
-17.76188121874965,-2.7868087601716502,-2.724471887710996,40.0342556797657,196.05674489026381,189.916599538444,184.5439277032848,-17.761881218749615,-2.7868087601717346,-2.7244718877110468,40.03425567976577,196.056744890264,189.9165995384437,184.5439277032848,9.912647798827362e-20,0.1279430607707918,0.07941135599912873,5.620380871718744e-06,0.0,0.0,0.0,9.912647798829216e-20,0.1279430607707799,0.07941135599912315,5.620380871718619e-06,0.0,0.0,0.0,0.10759023880983244,-6888.327132270883,13782.654264541767,13798.092217944912,3036.672233855937,AB_Q_alphaCCC_WOB,0.8929854575888805,-0.7730833359349919,0.6975242081252274,sub02
-2.8266369523503494,10.386045095163684,18.584097198249392,7.301542959030727,182.6632709390728,180.98254768109214,187.22446269146272,-2.826636952350474,10.386045095163578,18.584097198249527,7.3015429590306296,182.66327093907262,180.9825476810922,187.22446269146275,0.24161363517680864,1.7959517875043117e-05,1.8833038003717007e-19,0.1815783236323428,0.0,0.0,0.0,0.2416136351767876,1.795951787504683e-05,1.8833038003704284e-19,0.18157832363234824,0.0,0.0,0.0,0.08614600517772207,-6947.986329190326,13901.972658380651,13917.302296769869,4989.254466896187,AB_Q_alphaCCC_WOB,0.8496466282764703,-0.8391938951922691,0.8491302213916598,sub04
-20.38038224638257,8.695824715275537,-3.7010698212673634,9.816888929775793,183.11985658577893,173.1438850344204,173.54157979940254,-20.380382246382595,8.695824715275583,-3.7010698212672497,9.81688892977579,183.11985658577882,173.14388503442058,173.54157979940268,4.403873141886937e-09,0.00039314911948579975,0.06709521166861024,0.04978630836860103,0.0,0.0,0.0,4.4038731418866455e-09,0.0003931491194857745,0.06709521166861822,0.04978630836860101,0.0,0.0,0.0,0.06641342123568639,-6888.4178466098365,13782.835693219675,13798.143191287,4924.333862139918,AB_Q_alphaCCC_WOB,0.4044653287989543,-0.8645859658210663,0.4679733190486893,sub13
-15.03081415110485,-12.46600579874398,-6.822084675901995,8.08791618012096,214.60712120162785,204.32255103014026,206.84950671878244,-15.030814151104956,-12.466005798743945,-6.822084675901902,8.087916180121006,214.60712120162773,204.32255103014032,206.84950671878246,4.3437581938534036e-08,2.7866649013758124e-06,0.0024653040383162423,0.0883264645905238,0.0,0.0,0.0,4.3437581938525096e-08,2.7866649013759623e-06,0.002465304038316565,0.08832646459052199,0.0,0.0,0.0,0.07692990136698541,-6884.381209889625,13774.76241977925,13790.017612661108,5965.50789194385,AB_Q_alphaCCC_WOB,0.8556305079118491,-0.8129715324080111,0.7907350309617625,sub14
-12.710129114205706,6.0412721001309455,8.099551659600946,28.94442540860224,202.4538753140028,217.22961187444457,239.50879006533745,-12.710129114205696,6.0412721001308585,8.099551659600928,28.94442540860227,202.4538753140028,217.22961187444463,239.50879006533745,0.0025235799715751066,0.07796875608942444,0.004284365062935748,0.012912762439180684,0.0,0.0,0.0,0.002523579971575097,0.07796875608942905,0.004284365062935842,0.012912762439180535,0.0,0.0,0.0,0.10386872849501694,-7539.824729329448,15085.649458658896,15101.046951313878,9964.552464681508,AB_Q_alphaCCC_WOB,0.6008992330795582,-0.2769836663046629,0.2957008060800099,sub15
-27.7739219947947,14.412184161031671,6.779444641716991,16.606153003172203,170.23257724737806,163.9460257192861,188.99246858856503,-27.7739219947947,14.41218416103171,6.779444641716808,16.606153003172277,170.23257724737798,163.946025719286,188.99246858856498,1.7246696308365908e-16,5.499319921030739e-06,0.009856439720434642,0.015137541764222119,0.0,6.116666085202171e-265,0.0,1.724669630836454e-16,5.4993199210304125e-06,0.009856439720436785,0.015137541764221647,0.0,6.116666085201475e-265,0.0,0.1192320327952533,-7264.3458603438585,14534.69172068772,14550.021359076936,8366.285569335838,AB_Q_alphaCCC_WOB,0.9256459152376784,-0.5968830732694179,0.6184298673819739,sub16
-13.726140546340835,6.597799394665103,10.379369799202236,-0.4116829428693991,174.44116769970768,168.0389322173879,181.84789610160217,-13.726140546340778,6.597799394665046,10.379369799202257,-0.4116829428692142,174.44116769970768,168.0389322173879,181.84789610160226,0.00015142960436644222,0.019178027157395097,9.04599016754033e-06,0.9554027110524028,0.0,7.247e-320,0.0,0.00015142960436645151,0.01917802715739611,9.04599016753979e-06,0.9554027110524226,0.0,7.247e-320,0.0,0.04667687636764761,-7250.649733845414,14507.299467690833,14522.680140117527,6699.264533487321,AB_Q_alphaCCC_WOB,0.5166087760951424,-0.3301625408996356,0.4381442126603955,sub33
-17.451087501629058,3.2275441552944395,-4.7326477382581436,16.045857603266533,194.40842696190316,199.3506446482429,201.60044835663,-17.45108750162903,3.2275441552943667,-4.732647738258158,16.04585760326648,194.4084269619032,199.3506446482429,201.60044835663024,5.598634017561171e-10,0.21856404720603007,0.03443627872220622,0.01760380743390916,0.0,0.0,0.0,5.598634017561394e-10,0.2185640472060403,0.03443627872220576,0.01760380743390963,0.0,0.0,0.0,0.048602978380809625,-7156.5499524919705,14319.099904983941,14334.463662343676,6146.2226558464035,AB_Q_alphaCCC_WOB,0.9229183612254532,-0.2094735493181632,0.7306856393157575,sub34
-18.85641746732627,6.722148950870434,11.429299299130786,24.45660577639083,192.49090253789632,193.73831474376857,191.5334331272497,-18.856417467326228,6.7221489508706025,11.429299299130756,24.45660577639093,192.49090253789623,193.7383147437688,191.53343312724968,1.103126024511374e-09,0.02126395082169702,3.767250665518126e-06,0.0039367888642593656,0.0,0.0,0.0,1.1031260245114629e-09,0.02126395082169381,3.7672506655183083e-06,0.003936788864259256,0.0,0.0,0.0,0.06498891458910783,-7345.976736642413,14697.953473284826,14713.343768815204,7518.305737545122,AB_Q_alphaCCC_WOB,0.926967939816985,-0.6978918802574755,0.6378855199843391,sub35
