P_diff,congruency,hand,postError,block1,block2,block3,P,congruency.1,hand.1,postError.1,block1.1,block2.1,block3.1,p_DIFF,CONGRUENCY,HAND,POSTeRROR,BLOCK1,BLOCK2,BLOCK3,p,CONGRUENCY.1,HAND.1,POSTeRROR.1,BLOCK1.1,BLOCK2.1,BLOCK3.1,rSquared,LLH,AIC,BIC,MSE,model,alpha,decay,alpha_error,subject
-70375.1167558259,3.1573416156526033,-2.8623189433168665,-17.009756707275223,-34972.603420773456,-34958.92718106907,-34972.24372450321,-70375.1167558342,3.1573416023555962,-2.862318982340561,-17.009756714982462,-34972.60342077524,-34958.92718104267,-34972.243724510154,0.01501358629459495,0.46351006008907797,0.4385265096748036,0.019301877054958453,0.015639245759999337,0.01567876935367525,0.015641116165671883,0.015013586294594785,0.4635100618808986,0.4385265034095329,0.019301877001494976,0.015639245759999382,0.015678769353675587,0.015641116165671886,0.015869343060329832,-7953.430554849275,15912.86110969855,15928.28721942267,17103.956752497037,SR_Q_D_E_WOB,0.0001,1.0,0.0001,sub18
-66.15678011581274,-3.2497571037605653,16.868729955172956,-12.729814516942591,163.6190615833657,157.5104491477198,167.49952993662487,-66.15678011581268,-3.249757103760448,16.86872995517315,-12.729814516942543,163.6190615833657,157.51044914771973,167.4995299366248,0.0007567267227089272,0.3607662339071451,3.548890932145444e-08,0.011912460610667391,3.0948082756875564e-49,5.673192486596131e-51,1.470953290848867e-51,0.0007567267227089293,0.3607662339071622,3.5488909321440594e-08,0.011912460610667728,3.0948082756876464e-49,5.673192486592649e-51,1.470953290848867e-51,0.04081257429862073,-7748.779087095403,15503.558174190806,15518.998490729165,11671.726357244768,SR_Q_D_E_WOB,0.1630716777059003,0.9330197980287744,0.0993901793422438,sub19
-56.289977490886905,2.1604372874631403,3.917201453870636,18.834354248702923,178.40302742845105,184.31304853732223,190.13518311765992,-56.289977490886706,2.160437287463143,3.917201453870545,18.834354248702898,178.40302742845105,184.31304853732203,190.13518311766003,2.971391494020968e-32,0.4377152368244859,0.10161228282280901,0.0017455794677903984,1.6271899651162217e-270,0.0,1.3789005564764414e-288,2.9713914940225827e-32,0.43771523682448543,0.10161228282281712,0.0017455794677904092,1.6271899651162217e-270,0.0,1.3789005564762844e-288,0.12629075271377302,-7499.204631013062,15004.409262026124,15019.87076343086,7250.25289614481,SR_Q_D_E_WOB,0.7160154123878343,0.7250791431726437,0.3657183784612844,sub20
-39.10413840396683,5.279684851518809,-1.0300826809019084,18.64647626191017,194.26701989510326,200.38275495784288,191.68592828624983,-39.10413840396674,5.279684851518802,-1.0300826809020194,18.646476261910227,194.26701989510318,200.3827549578429,191.68592828624958,3.636061258025333e-21,0.05785346884361546,0.6663658562989727,0.08234403523389587,8.26793285e-316,0.0,1.0035052151217407e-308,3.636061258026403e-21,0.057853468843615766,0.666365856298939,0.08234403523389504,8.26793285e-316,0.0,1.0035052151215115e-308,0.07260683153909664,-7447.973883431119,14901.947766862238,14917.390444675806,7201.088136609248,SR_Q_D_E_WOB,0.6856707406026467,0.3309141993270821,0.7971420751161287,sub41
-5.7684063411266955,2.235599456971732,5.232123051568758,16.685095681389143,198.05907535800011,223.4992482037295,221.76523278610543,-5.768406341126617,2.235599456971832,5.232123051568798,16.685095681389228,198.05907535800011,223.4992482037294,221.76523278610543,0.1402745152495393,0.5347863326503295,0.08777752252391044,0.01614665713749579,1.0002147212983788e-255,0.0,1.8652861129070076e-295,0.14027451524954493,0.5347863326503117,0.0877775225239079,0.016146657137495208,1.0002147212982651e-255,0.0,1.8652861129070076e-295,0.05143580826202265,-7676.3464870579455,15358.692974115891,15374.104809427674,11686.287240530577,SR_Q_D_E_WOB,0.7876157189814582,0.021635565387809717,0.21764661492199805,sub42
-19.40989629055781,0.7934292381303192,-2.8601383761909918,6.831553670827334,212.74248705506926,200.19389126484538,203.16896348257686,-19.409896290557835,0.7934292381303125,-2.86013837619106,6.831553670827185,212.74248705506915,200.19389126484543,203.16896348257703,0.001338640244540756,0.8551722267504536,0.4435558672253888,0.29242552136554417,1.134699105699256e-201,1.4814464456326328e-240,3.829805428255839e-187,0.0013386402445407387,0.8551722267504547,0.4435558672253781,0.2924255213655549,1.1346991056995141e-201,1.4814464456328006e-240,3.8298054282554035e-187,0.01595987341332739,-8001.38934120777,16008.77868241554,16024.216635818684,17547.480029080038,SR_Q_D_E_WOB,0.7704910966693305,0.4021979565691875,0.775234812740872,sub43
-52.196652945025654,2.798523212094404,10.873548693798814,38.36268898817631,186.8430266268752,203.67613057946332,198.27794134046908,-52.19665294502552,2.7985232120945494,10.873548693798726,38.3626889881765,186.84302662687503,203.6761305794635,198.27794134046917,4.605006160092316e-14,0.3550343209528437,2.4394326398217293e-05,2.658611597654246e-05,8.541697601976459e-220,6.261314492366459e-298,3.534353110904683e-239,4.605006160092982e-14,0.3550343209528185,2.4394326398221114e-05,2.658611597653967e-05,8.541697601971596e-220,6.261314492369309e-298,3.534353110904683e-239,0.08816530102197795,-7597.529196750046,15201.058393500092,15216.522239570833,8377.143829865101,SR_Q_D_E_WOB,0.3777488377130822,0.3236033684942736,0.10939543419044012,sub44
-33.18468177770203,-0.7235008673609591,5.577828887159423,12.348781117166546,179.02169079363563,181.9416351064349,183.87940016977277,-33.184681777701975,-0.7235008673608583,5.5778288871593835,12.348781117166645,179.02169079363568,181.94163510643523,183.87940016977248,2.882677256544429e-25,0.7249930087449281,0.0016598300552107927,0.011258985140539308,0.0,0.0,0.0,2.882677256545008e-25,0.7249930087449649,0.001659830055210921,0.011258985140538635,0.0,0.0,0.0,0.0968128662496568,-7107.924984918312,14221.849969836623,14237.309124741436,3966.4874630279246,SR_Q_D_E_WOB,0.7791123293722011,0.9973721167426036,0.6485719481742094,sub45
-19.64849494151883,-6.710057932735787,4.182926549424553,9.58276931069387,236.85162186857517,246.6472745142329,240.66514741870412,-19.6484949415187,-6.710057932735628,4.182926549424467,9.582769310693726,236.85162186857502,246.64727451423283,240.66514741870395,3.7424609814678184e-06,0.05691588536819483,0.16747085041943344,0.36319656617214735,1.196328203e-315,0.0,2.27298e-318,3.7424609814682915e-06,0.056915885368200615,0.16747085041944232,0.3631965661721545,1.196328203e-315,0.0,2.27298e-318,0.03275877789442338,-7781.475068885443,15568.950137770886,15584.404594162601,11600.370550237325,SR_Q_D_E_WOB,0.9724930330017004,0.493902555199633,0.9261831165333176,sub46
-73.53944125594391,-1.4960717229352092,4.348986741250968,-11.509281044564442,175.79553389046586,158.74765363252124,158.35127108402682,-73.53944125594401,-1.4960717229351026,4.348986741250844,-11.509281044564302,175.79553389046586,158.74765363252118,158.3512710840269,5.9886014774807536e-18,0.5322359136954327,0.035266444639051764,0.045189272560143635,2.99295984099424e-185,2.8568902761583773e-182,1.9539013879538286e-158,5.98860147747972e-18,0.5322359136954614,0.03526644463905712,0.0451892725601459,2.99295984099424e-185,2.8568902761596773e-182,1.9539013879551636e-158,0.10207784457974922,-7322.886737014375,14651.77347402875,14667.23966293444,5405.779367835874,SR_Q_D_E_WOB,0.2794424978985853,0.9742293093674712,0.5541519021418538,sub47
-83.49369125825405,-1.2699025066447414,9.747337833400124,19.53393321030265,166.2907318146411,166.61139446028184,188.20024546185257,-83.49369125825389,-1.269902506645015,9.747337833400145,19.533933210302692,166.29073181464128,166.61139446028182,188.2002454618523,8.91317077703168e-19,0.6940932580280487,0.0004510599293727036,0.050522180104195305,2.458761222070705e-134,1.5547257178108192e-158,8.694530966413567e-161,8.913170777032837e-19,0.6940932580279865,0.0004510599293726876,0.05052218010419505,2.4587612220718245e-134,1.5547257178106428e-158,8.694530966406638e-161,0.10733927660639307,-7630.384309668371,15266.768619336743,15282.208935875102,9686.381192304947,SR_Q_D_E_WOB,0.3694782658886776,0.9048621244797482,0.18910861413467198,sub48
-8.053009497814088,6.479955654329496,-7.638455473237232,9.10558918511149,223.42891654386014,217.44487479983718,213.6247836405628,-8.053009497814225,6.47995565432941,-7.638455473237316,9.1055891851115,223.42891654386003,217.44487479983718,213.6247836405628,4.0393039116009095e-05,0.0009289185007806401,9.616365855330112e-05,0.4623739879644059,0.0,0.0,0.0,4.03930391159973e-05,0.0009289185007807859,9.616365855328391e-05,0.4623739879644054,0.0,0.0,0.0,0.04652126974440607,-7210.745181871801,14427.490363743602,14442.940114251996,4828.003113517342,SR_Q_D_E_WOB,1.0,0.0001,0.00010015541418848531,sub05
-25.86501448405136,-0.1562154519965564,6.205572998222622,6.7288565406627034,169.74445012718743,170.20138318830254,172.78156337161542,-25.86501448405135,-0.15621545199662235,6.205572998222692,6.728856540662676,169.7444501271874,170.20138318830237,172.7815633716153,8.678131723013391e-23,0.9198063198253614,6.70318557734601e-05,0.3516152232431047,0.0,0.0,0.0,8.678131723013517e-23,0.9198063198253276,6.703185577344716e-05,0.3516152232431076,0.0,0.0,0.0,0.08702420058145832,-6929.683227595216,13865.366455190431,13880.820911582143,3052.179725422157,SR_Q_D_E_WOB,0.8322355613255281,0.9999983954655544,0.9999983944379799,sub06
-16.867741916622382,4.756339850056715,27.489771105942758,7.160780011230289,195.19680723304765,214.16842470403807,219.50193215838462,-16.86774191662241,4.7563398500567615,27.489771105943017,7.160780011230369,195.19680723304768,214.16842470403827,219.5019321583844,0.11331424219354612,0.13622981056897035,2.2604721194555134e-17,0.40725810129098894,4.4385962191169075e-152,1.6083736955796625e-173,1.5490575336334128e-179,0.11331424219354568,0.13622981056896638,2.260472119453821e-17,0.4072581012909834,4.438596219117918e-152,1.6083736955792046e-173,1.5490575336323556e-179,0.0880179434617433,-7823.192380663921,15652.38476132784,15667.829798559542,12871.101509837159,SR_Q_D_E_WOB,0.3257516868828024,0.4086251878917509,0.5914484688023152,sub07
-15.26565157091693,10.687646985944417,4.088105848685476,-24.63098470511365,163.5083317543958,172.56272046480794,177.0252988140238,-15.265651570916985,10.687646985944301,4.0881058486855295,-24.63098470511354,163.50833175439578,172.562720464808,177.0252988140239,0.008664865438258153,0.008574832253349684,0.3138765173644911,0.0013758136283215346,2.262012759796322e-149,8.419846112271439e-165,1.0492661595841172e-175,0.008664865438257894,0.00857483225335043,0.31387651736448463,0.0013758136283215912,2.262012759796322e-149,8.419846112271439e-165,1.0492661595841172e-175,0.0273198878809241,-8031.790040571792,16069.580081143584,16084.991916455363,20563.326321269968,SR_Q_D_E_WOB,0.9233428809573816,0.4574391490195842,0.031877002220696934,sub08
-89.51887204558827,4.654948336607825,4.453741142836082,16.199842917695825,156.27441770024666,147.99691217270504,150.67045356266152,-89.51887204558818,4.654948336607747,4.4537411428361215,16.199842917695726,156.27441770024657,147.9969121727051,150.6704535626614,3.7627338640583466e-14,0.006589378844117274,0.009454521746340427,0.0049233563039779256,1.1265395960569694e-117,1.639983549941783e-105,5.040347482790214e-109,3.762733864058972e-14,0.006589378844118215,0.00945452174633974,0.00492335630397819,1.1265395960569694e-117,1.6399835499424835e-105,5.040347482788778e-109,0.07057810514939256,-7072.156644733967,14150.313289467933,14165.774790872669,3718.246422048927,SR_Q_D_E_WOB,0.14776380611226006,0.8781380497606427,0.4476808258338272,sub21
-33.551258282888554,-1.3773405089730462,-7.118415291478349,-11.30326700306927,194.42281075880103,195.85303549076266,200.71334534271014,-33.551258282888696,-1.377340508972971,-7.11841529147817,-11.30326700306927,194.422810758801,195.85303549076284,200.71334534271008,1.4377609921317245e-10,0.5399316471181739,0.0015759934942092002,0.1905895736099785,0.0,0.0,0.0,1.4377609921314526e-10,0.5399316471181961,0.0015759934942096256,0.1905895736099784,0.0,0.0,0.0,0.04327019650197594,-7395.663132412152,14797.326264824304,14812.778369197082,6394.285319131051,SR_Q_D_E_WOB,0.5741303461326148,0.7423401393365758,0.17463988266873715,sub22
-4.108863300590972,-0.4986502587081536,6.48434412827409,7.007649113833233,167.55208008376724,161.3934333219353,156.19982436067076,-4.10886330059096,-0.4986502587083197,6.484344128274151,7.0076491138330885,167.55208008376712,161.3934333219352,156.1998243606712,0.5784404947102377,0.7373859401756155,2.0958636629064453e-05,0.08317642676307001,9.063779042330804e-225,2.0378715149564384e-211,9.76697534328006e-207,0.5784404947102391,0.7373859401755312,2.0958636629060543e-05,0.08317642676307646,9.063779042326682e-225,2.037871514955627e-211,9.766975343293954e-207,0.04475511649677555,-6887.405741765399,13780.811483530795,13796.27063843561,2808.8647439287506,SR_Q_D_E_WOB,0.05354303673370897,0.16572242305728496,0.6887078110557924,sub23
-34.79766394105885,6.5020544985813835,-3.7605935942501874,1.4858724412202695,171.7763608102687,171.4137886688963,163.58847512013074,-34.79766394105909,6.502054498581375,-3.7605935942500537,1.4858724412202615,171.77636081026873,171.41378866889625,163.5884751201308,1.3459943323820685e-17,0.000850357487707446,0.05374822149848276,0.7407407495326801,0.0,0.0,0.0,1.3459943323813027e-17,0.0008503574877074655,0.05374822149849098,0.7407407495326817,0.0,0.0,0.0,0.07752930836155958,-7199.70905715752,14405.41811431504,14420.86550911071,4786.370024794109,SR_Q_D_E_WOB,0.5349517519830645,0.21546199570362354,0.24447561961553554,sub24
-30.765767492136106,1.1395057377275182,-5.2239349840670535,-1.7119429683694634,169.54070917475374,162.73527133015088,176.1673852451361,-30.765767492136153,1.13950573772747,-5.223934984067227,-1.711942968369451,169.54070917475397,162.73527133015057,176.16738524513642,0.0001583723892410012,0.4493431770439629,0.0005383504294461498,0.6930852104711007,1.499819745454191e-215,8.313938758068637e-204,2.926399111008233e-223,0.00015837238924099961,0.4493431770439824,0.000538350429445929,0.6930852104711027,1.4998197454556414e-215,8.313938758059651e-204,2.9263991110123942e-223,0.06057907057163892,-6938.346975536034,13882.693951072068,13898.167157524817,2891.460383352385,SR_Q_D_E_WOB,0.23467120344215098,0.9999999258655694,0.00010434403729663512,sub25
