,P_diff,congruency,hand,postError,block1,block2,block3,P,congruency,hand,postError,block1,block2,block3,p_DIFF,CONGRUENCY,HAND,POSTeRROR,BLOCK1,BLOCK2,BLOCK3,p,CONGRUENCY,HAND,POSTeRROR,BLOCK1,BLOCK2,BLOCK3,rSquared,LLH,AIC,BIC,MSE,model,alpha,alpha_error,subject
0,-26.48425613839428,-4.510062300448124,-2.7006258125458955,42.98092565815458,193.14726194340355,187.69016212306394,181.11505808605847,-26.484256138394194,-4.510062300448172,-2.700625812545913,42.98092565815453,193.14726194340378,187.69016212306357,181.11505808605847,2.0327263339750933e-23,0.014893169080087634,0.0841367057504782,1.4405816108955504e-06,0.0,0.0,0.0,2.0327263339757354e-23,0.0148931690800866,0.08413670575047635,1.4405816108956141e-06,0.0,0.0,0.0,0.12012608336592867,-6967.890898571392,13939.781797142785,13950.092589746579,3105.520481721281,AB_Q_E_WOB,0.4151498395526823,0.06080128145680516,sub02
