,P_diff,congruency,hand,postError,block1,block2,block3,P,congruency,hand,postError,block1,block2,block3,p_DIFF,CONGRUENCY,HAND,POSTeRROR,BLOCK1,BLOCK2,BLOCK3,p,CONGRUENCY,HAND,POSTeRROR,BLOCK1,BLOCK2,BLOCK3,rSquared,LLH,AIC,BIC,MSE,model,alpha,ccc,alpha_ccc,subject
0,-11.845326502086913,-2.117395833366972,6.337636576141089,17.741325148570624,191.15095954360538,193.0229038877963,195.95877203785676,-11.845326502086895,-2.1173958333668708,6.337636576141076,17.741325148570684,191.15095954360552,193.02290388779625,195.9587720378566,1.8908756356679073e-07,0.3199483864331711,0.0004376410713300013,0.0006435961609203944,0.0,0.0,0.0,1.890875635668015e-07,0.3199483864331943,0.00043764107133001677,0.0006435961609203674,0.0,0.0,0.0,0.05141199946407038,-6848.356129564453,13702.712259128906,13718.061441561187,3942.554660196399,AB_Q_alphaCCC_WOB,0.9589453461686281,-0.44171569582103676,0.42499330169774846,sub45
