,P_diff,congruency,hand,postError,block1,block2,block3,P,congruency,hand,postError,block1,block2,block3,p_DIFF,CONGRUENCY,HAND,POSTeRROR,BLOCK1,BLOCK2,BLOCK3,p,CONGRUENCY,HAND,POSTeRROR,BLOCK1,BLOCK2,BLOCK3,rSquared,LLH,AIC,BIC,MSE,model,alpha,decay,subject
0,-57.9779110919533,4.893470922821033,-1.2720945615068855,18.335624359474313,185.07615708833725,191.18254604316002,182.5798944326343,-57.97791109195333,4.893470922820954,-1.272094561506643,18.335624359474224,185.0761570883372,191.18254604316016,182.57989443263418,3.520375475647118e-25,0.07554492225959808,0.5917733143269962,0.08524628420950352,1.4930083334616854e-263,0.0,1.5350852824919161e-257,3.520375475647068e-25,0.07554492225960295,0.5917733143270663,0.08524628420950525,1.4930083334621949e-263,0.0,1.5350852824919161e-257,0.08594358156115134,-7438.768469505107,14881.536939010213,14891.832057552592,7097.529996165842,SR_Q_D_WOB,0.5274142268953832,0.7002168433665709,sub41
