P_diff,congruency,hand,postError,block1,block2,block3,P,congruency.1,hand.1,postError.1,block1.1,block2.1,block3.1,p_DIFF,CONGRUENCY,HAND,POSTeRROR,BLOCK1,BLOCK2,BLOCK3,p,CONGRUENCY.1,HAND.1,POSTeRROR.1,BLOCK1.1,BLOCK2.1,BLOCK3.1,rSquared,LLH,AIC,BIC,MSE,model,alpha,decay,alpha_error,subject
-27.239025828555892,9.50404349675691,2.5949741339930696,10.666462583263352,168.04816966880838,175.49780824717752,179.86570673079223,-27.239025828555953,9.504043496756852,2.594974133993152,10.666462583263332,168.04816966880819,175.49780824717763,179.86570673079208,8.53117442837995e-36,1.3242997945611735e-09,0.05120581225261689,0.10633233656932377,0.0,0.0,0.0,8.531174428376776e-36,1.3242997945614726e-09,0.05120581225260944,0.10633233656932436,0.0,0.0,0.0,0.1944023066460372,-6651.06330274441,13308.12660548882,13323.547964618125,2214.1753247445554,SR_Q_D_E_WOB,0.8645120662033156,0.5765663202332718,0.5290793722921868,sub01
-29.58870260239676,-3.1174005173423702,-2.7787682554048514,40.56437972396996,189.3744368557843,183.74461396218254,178.00823878791854,-29.588702602396737,-3.1174005173423254,-2.77876825540492,40.56437972396999,189.3744368557841,183.74461396218257,178.00823878791854,4.32519316109524e-39,0.07542723418972579,0.06383649324378925,1.9017163389706088e-06,0.0,0.0,0.0,4.3251931610957964e-39,0.07542723418972959,0.06383649324378292,1.9017163389705491e-06,0.0,0.0,0.0,0.1680120945010879,-6843.843925693233,13693.687851386467,13709.125804789612,2830.561182279353,SR_Q_D_E_WOB,0.9999999904885296,0.9405968693538396,0.7471625532098946,sub02
-14.488643151291726,9.349060414458037,18.570200122016985,6.815132081731182,177.9594895886005,176.99454266888984,182.762066890137,-14.488643151291521,9.349060414458158,18.570200122016974,6.815132081731093,177.95948958860032,176.9945426688898,182.76206689013713,0.00015485204013684076,9.8035396162829e-05,1.294196058979216e-19,0.2092072408613561,0.0,0.0,0.0,0.00015485204013687505,9.803539616280928e-05,1.2941960589792533e-19,0.2092072408613622,0.0,0.0,0.0,0.09581604597712412,-6941.475881172915,13888.95176234583,13904.281400735048,4936.460153369038,SR_Q_D_E_WOB,0.4133342174356901,0.09510387308219187,0.7148518448900995,sub04
-50.637033930790246,8.355452361513786,-3.3885107598584283,7.344443979758023,167.6282188337835,159.16974186571952,159.55509422714502,-50.63703393079022,8.355452361513777,-3.3885107598583515,7.344443979758105,167.62821883378345,159.1697418657194,159.55509422714516,1.2983702786292617e-28,0.00030430383324738934,0.0819940308591556,0.12815758369235733,0.0,2.4894870915927464e-304,0.0,1.2983702786293175e-28,0.00030430383324738815,0.08199403085916245,0.12815758369235294,0.0,2.489487091593595e-304,0.0,0.13253759450611147,-6843.789966645487,13693.579933290974,13708.887431358298,4573.94658124357,SR_Q_D_E_WOB,0.5678444415366115,0.7460937691925946,0.2948499107802146,sub13
-29.68340483457941,-12.345304618209875,-6.447128703165885,11.100791560041888,206.84112096841616,196.6140723665567,199.30590389920602,-29.68340483457948,-12.34530461820986,-6.447128703165907,11.100791560041912,206.84112096841625,196.6140723665567,199.30590389920607,1.8101420165604525e-11,2.537425518556846e-06,0.003901839893822488,0.01789595309715038,0.0,0.0,0.0,1.8101420165602693e-11,2.537425518556929e-06,0.0039018398938223883,0.017895953097150023,0.0,0.0,0.0,0.08866165481082211,-6876.745012705605,13759.490025411209,13774.745218293068,5889.690925197545,SR_Q_D_E_WOB,0.6277280555535655,0.7348215387739462,0.9970166413263244,sub14
-29.12155181175469,6.633405881291517,7.882953764358457,30.56479027836029,194.72300478064685,208.43724131719944,231.9408511987136,-29.121551811754586,6.633405881291442,7.882953764358399,30.564790278360235,194.7230047806469,208.4372413171993,231.94085119871346,1.8434608138796806e-13,0.04015872249470272,0.004644540568717744,0.007379722374105833,0.0,1.7333977e-317,0.0,1.8434608138800409e-13,0.04015872249470488,0.004644540568718061,0.007379722374106001,0.0,1.7333977e-317,0.0,0.13572197621218862,-7517.168282681108,15040.336565362217,15055.734058017195,9608.26530410961,SR_Q_D_E_WOB,0.9705028460920736,0.5008831396013743,0.5705275951918559,sub15
-45.89178466500862,16.535293648940538,6.972805818801914,14.9789096213378,160.0495124284664,151.86865825325242,179.21143741938542,-45.89178466500864,16.535293648940655,6.972805818801904,14.978909621337841,160.0495124284664,151.86865825325242,179.2114374193855,5.153282082173574e-31,5.5878706355266595e-08,0.006388436400491285,0.02439203774769387,1.551706623e-314,4.284850310455617e-228,0.0,5.153282082172985e-31,5.5878706355254935e-08,0.006388436400491446,0.02439203774769357,1.551706623e-314,4.2848503104551294e-228,0.0,0.1658956457510221,-7231.031213550307,14468.062427100615,14483.392065489834,7925.862677185457,SR_Q_D_E_WOB,1.0,1.0,0.00010820335466124828,sub16
-72.43533336025966,6.643097072301726,9.761003585118567,-4.739861863810964,145.59604023641717,139.72899117376795,152.8233181460348,-72.4353333602598,6.6430970723016705,9.761003585118676,-4.739861863811012,145.5960402364171,139.72899117376795,152.82331814603475,3.0531925173032337e-19,0.012811178168167944,1.8148663106368348e-05,0.5092172055931641,4.422748754442846e-176,5.2802516435382565e-154,2.3720382175832973e-187,3.053192517302289e-19,0.012811178168168812,1.8148663106364123e-05,0.5092172055931597,4.422748754442846e-176,5.2802516435382565e-154,2.372038217580734e-187,0.09622418597522607,-7217.425309449585,14440.85061889917,14456.231291325868,6350.134552208836,SR_Q_D_E_WOB,0.2669191217971453,0.8227594837850042,0.9913593253789011,sub33
-46.45095065933836,1.7075835117185785,-4.74423242712248,15.66141954037164,180.57336421900646,186.65565742963398,187.76992198130782,-46.45095065933845,1.7075835117185072,-4.744232427122473,15.661419540371725,180.57336421900632,186.6556574296339,187.7699219813076,1.5111988584407918e-15,0.5135061066140092,0.032206256180461794,0.019247368313316863,0.0,9.812457105628673e-306,0.0,1.5111988584405786e-15,0.5135061066140267,0.03220625618046203,0.019247368313316224,0.0,9.81245710562644e-306,0.0,0.06785891705937475,-7143.893090075424,14293.786180150848,14309.149937510581,6026.8399273021005,SR_Q_D_E_WOB,0.4129264709924185,0.5159298216529519,0.02226863865963864,sub34
-39.121211962757776,7.305002841801812,11.566241331628301,23.265167689560514,182.07172623995945,183.0314229463464,181.3669805738208,-39.12121196275775,7.305002841801831,11.566241331628339,23.265167689560545,182.0717262399593,183.03142294634625,181.36698057382083,5.40865895345111e-27,0.008734453960612534,1.3795940602140488e-06,0.004637639523728161,0.0,1e-323,0.0,5.4086589534513814e-27,0.008734453960612329,1.3795940602139143e-06,0.004637639523728124,0.0,1e-323,0.0,0.12235699479855955,-7306.434349429405,14618.86869885881,14634.258994389187,7057.0162690286215,SR_Q_D_E_WOB,0.9863029716415505,0.8875349510143875,0.4682185434992031,sub35
