,P_diff,congruency,hand,postError,block1,block2,block3,P,congruency,hand,postError,block1,block2,block3,p_DIFF,CONGRUENCY,HAND,POSTeRROR,BLOCK1,BLOCK2,BLOCK3,p,CONGRUENCY,HAND,POSTeRROR,BLOCK1,BLOCK2,BLOCK3,rSquared,LLH,AIC,BIC,MSE,model,alpha,alpha_error,ccc,alpha_ccc,subject
0,-11.507248697540323,-0.6761916825887987,12.724761047522477,14.86975658918517,183.67291112617954,178.35708733765446,179.24941313835495,-11.507248697540309,-0.6761916825888619,12.72476104752259,14.869756589185277,183.6729111261795,178.3570873376544,179.24941313835518,0.00022678951058201043,0.8078840669314411,8.300537664309155e-08,0.06414663830973036,2e-323,0.0,3.854215214e-315,0.0002267895105820094,0.8078840669314235,8.300537664306962e-08,0.06414663830972836,2e-323,0.0,3.854215214e-315,0.04006536572453845,-7401.051048039673,14810.102096079347,14830.676566490163,7004.004986948312,AB_Q_E_alphaCCC_WOB,0.8051784918104622,0.044340008993068225,-0.5817152368736535,0.5344289948785574,sub12
