gle_alpha,single_alpha_no_decay,no_decay
alpha,23.694046,1.209272,12.096682,
exp_r,0.640380,0.032683,0.326937,
xp,0.976225,0.000000,0.023775,
pxp,0.976049,0.000091,0.023860,
