,P_diff,congruency,hand,postError,block1,block2,block3,P,congruency,hand,postError,block1,block2,block3,p_DIFF,CONGRUENCY,HAND,POSTeRROR,BLOCK1,BLOCK2,BLOCK3,p,CONGRUENCY,HAND,POSTeRROR,BLOCK1,BLOCK2,BLOCK3,rSquared,LLH,AIC,BIC,MSE,model,alpha,decay,alpha_error,subject
0,-59.35225719331099,0.9943301784363694,20.066723005032923,-10.162039458973236,166.5004511553492,163.21197607456298,170.7127563269537,-59.35225719331096,0.994330178436182,20.06672300503275,-10.162039458973268,166.50045115534937,163.211976074563,170.7127563269537,4.908066868603582e-07,0.7879642267748311,5.996227315207452e-11,0.0462293629680152,9.708612719253078e-99,4.2077447738427706e-116,2.8844904006217747e-100,4.908066868603681e-07,0.7879642267748704,5.99622731520987e-11,0.04622936296801452,9.708612719250315e-99,4.2077447738446884e-116,2.8844904006212e-100,0.06519898133857038,-6898.745840929077,13803.491681858153,13818.61066290774,10452.041173296302,SR_Q_D_E_WOB,0.2150474869435809,0.433696573037814,0.43628880419687477,sub19
