,P_diff,congruency,hand,postError,block1,block2,block3,P,congruency,hand,postError,block1,block2,block3,p_DIFF,CONGRUENCY,HAND,POSTeRROR,BLOCK1,BLOCK2,BLOCK3,p,CONGRUENCY,HAND,POSTeRROR,BLOCK1,BLOCK2,BLOCK3,rSquared,LLH,AIC,BIC,MSE,model,alpha,decay,alpha_error,ccc,alpha_ccc,subject
0,-31.800436506197563,4.334004689190682,5.206618872675883,16.353566522297136,184.98499431379085,176.77153528519284,179.34089459312224,-31.80043650619765,4.334004689190616,5.2066188726760645,16.353566522297186,184.98499431379076,176.7715352851929,179.34089459312221,1.2149762720772002e-16,0.011010365106756563,0.0022725117454965157,0.004353595012882983,0.0,0.0,0.0,1.2149762720769463e-16,0.011010365106757765,0.0022725117454956935,0.004353595012882838,0.0,0.0,0.0,0.07879888454728112,-7066.475073743138,14142.950147486275,14168.71931649417,3685.358361754954,SR_Q_D_E_alphaCCC_WOB,0.41265431479080533,0.20855379631031692,0.9126164019969178,-0.8000022187027436,0.9168746103965539,sub21
