P_diff,congruency,hand,postError,block1,block2,block3,P,congruency.1,hand.1,postError.1,block1.1,block2.1,block3.1,p_DIFF,CONGRUENCY,HAND,POSTeRROR,BLOCK1,BLOCK2,BLOCK3,p,CONGRUENCY.1,HAND.1,POSTeRROR.1,BLOCK1.1,BLOCK2.1,BLOCK3.1,rSquared,LLH,AIC,BIC,MSE,model,alpha,alpha_error,subject
-10.62014220102602,10.194718835808038,2.4448356811954124,14.310525533630672,175.8490135692546,182.8552090180923,186.7887510355488,-10.620142201025974,10.194718835808002,2.4448356811953422,14.310525533630624,175.84901356925477,182.85520901809218,186.7887510355487,4.589308831153351e-10,8.339774218677263e-10,0.07952495472792916,0.03851357146603331,0.0,0.0,0.0,4.589308831154052e-10,8.339774218678569e-10,0.07952495472793772,0.038513571466033764,0.0,0.0,0.0,0.11555533178903997,-6709.983228333223,13423.966456666447,13434.247362752649,2430.8585931328776,AB_Q_E_WOB,0.8195858150884193,0.9345986194165868,sub01
-15.216542275991456,-2.102449864832737,-2.714187223044389,40.8583948277948,196.6825873058791,190.11277359505902,185.04646458079566,-15.216542275991626,-2.102449864832679,-2.714187223044469,40.858394827794854,196.68258730587883,190.11277359505874,185.04646458079543,1.1225617680303879e-17,0.24970717674000145,0.08170141511312212,3.8973389494696735e-06,0.0,0.0,0.0,1.1225617680293047e-17,0.24970717674001394,0.08170141511311325,3.89733894946958e-06,0.0,0.0,0.0,0.10095699648180344,-6893.0259014201965,13790.051802840393,13800.343771775822,3061.2189139282127,AB_Q_E_WOB,0.907552236950828,0.689253364736421,sub02
-3.355554908524785,10.292899673134695,18.57158080845986,7.231554582043536,182.50042112260533,180.8441526778833,187.05655845324588,-3.3555549085248897,10.292899673134528,18.57158080845993,7.231554582043657,182.50042112260533,180.8441526778832,187.05655845324597,0.20546586392420968,2.259275080875503e-05,1.9826797702233374e-19,0.18590752890021248,0.0,0.0,0.0,0.20546586392419555,2.259275080876174e-05,1.9826797702226682e-19,0.1859075289002058,0.0,0.0,0.0,0.08632022218646662,-6947.869646466023,13899.739292932043,13909.959051858192,4988.303315918534,AB_Q_E_WOB,0.7357567437164335,0.588135650739808,sub04
-15.737666493443985,9.45955829452903,-3.61027845701299,9.64470259107669,184.82452695965745,174.52576007341634,175.31510068520276,-15.737666493443859,9.459558294529023,-3.610278457013089,9.644702591076614,184.8245269596574,174.52576007341614,175.31510068520282,3.912667498926238e-09,9.522139115344988e-05,0.07411604813710151,0.05391212483215147,0.0,0.0,0.0,3.912667498927308e-09,9.52213911534514e-05,0.07411604813709394,0.053912124832153366,0.0,0.0,0.0,0.06659138972345546,-6888.3020285752955,13780.604057150591,13790.80905586214,4919.1533181233835,AB_Q_E_WOB,0.7286502655751859,0.4324200097719541,sub13
-9.317819063445569,-9.731385340044524,-6.086083636290157,9.920272723248829,215.5774726744093,202.84597395154952,206.69435262102024,-9.317819063445608,-9.731385340044321,-6.086083636290175,9.920272723248774,215.5774726744092,202.84597395154938,206.69435262102022,0.02641454153219484,0.00021860080880038756,0.007376978146718925,0.03846635557951033,0.0,0.0,0.0,0.02641454153219416,0.00021860080880045288,0.007376978146718768,0.03846635557951143,0.0,0.0,0.0,0.05722575422392062,-6896.990850350361,13797.981700700722,13808.151829288629,6092.851188314182,AB_Q_E_WOB,0.0887537095058878,0.9455708236480264,sub14
-17.881180072592272,5.9574598252589945,7.972110053657284,28.38397297230041,200.04543012071758,214.8650647552792,237.13371661506105,-17.881180072592215,5.9574598252590505,7.972110053657186,28.383972972300462,200.0454301207178,214.8650647552789,237.1337166150612,0.000272326615440718,0.0780227276511528,0.004863204075674103,0.01460823999840941,0.0,0.0,0.0,0.0002723266154407332,0.07802272765115019,0.0048632040756746925,0.014608239998409132,0.0,0.0,0.0,0.10683649758322268,-7537.7481288945255,15079.496257789051,15089.761252892367,9929.310035783079,AB_Q_E_WOB,0.3763646120578301,0.5779924493506945,sub15
-29.26598482680589,14.472807378738525,6.826674879212321,17.22816201954126,169.31894076254275,162.73676749980143,188.04695895258683,-29.265984826805813,14.4728073787386,6.826674879212267,17.22816201954123,169.31894076254278,162.73676749980118,188.04695895258666,1.1739251999441756e-16,4.923896978229331e-06,0.009336642815690105,0.011693781683151707,0.0,4.230802561281875e-260,0.0,1.17392519994437e-16,4.923896978228783e-06,0.009336642815690709,0.011693781683151851,0.0,4.230802561286688e-260,0.0,0.11978106935553336,-7263.964244346386,14531.928488692773,14542.148247618918,8361.10232976545,AB_Q_E_WOB,0.7081573588277584,0.6355094128549204,sub16
-11.326766087955473,7.123046096746706,10.235726875059381,0.3790088789924083,175.16823128975517,168.71637253019438,182.3455308554557,-11.326766087955534,7.123046096746755,10.235726875059381,0.3790088789923799,175.16823128975506,168.71637253019432,182.3455308554557,2.260938134861597e-05,0.010115099956724608,1.16649461072756e-05,0.9589034749880904,0.0,0.0,0.0,2.2609381348613898e-05,0.010115099956724063,1.166494610727536e-05,0.9589034749880936,0.0,0.0,0.0,0.04944726679090583,-7248.838093396816,14501.676186793631,14511.929968411428,6679.71256654891,AB_Q_E_WOB,0.8945882154399696,0.03842180981298796,sub33
-22.203366875078807,2.542728635658257,-4.734717494528128,16.04720014499464,192.6311581122561,198.07830971049395,199.81731488058963,-22.20336687507865,2.5427286356583663,-4.734717494528292,16.047200144994566,192.63115811225646,198.0783097104937,199.81731488058966,6.77353774251555e-11,0.33414683620557195,0.03405718604880326,0.017404596631413173,0.0,0.0,0.0,6.773537742517641e-11,0.3341468362055512,0.034057186048797115,0.01740459663141369,0.0,0.0,0.0,0.05178834006984634,-7154.474008374918,14312.948016749837,14323.190521656326,6125.644557310949,AB_Q_E_WOB,0.5114379536243407,0.8637099735261862,sub34
-30.448873399107512,5.16724348678841,11.540052790540091,24.427029393064874,188.27027821894626,190.01800488353183,186.70009548059383,-30.44887339910759,5.167243486788347,11.540052790539972,24.427029393064963,188.2702782189465,190.01800488353183,186.70009548059392,4.805920444029896e-09,0.08401264180307279,3.1166919782220942e-06,0.004024809740108807,0.0,0.0,0.0,4.8059204440293496e-09,0.08401264180307606,3.116691978222872e-06,0.0040248097401086895,0.0,0.0,0.0,0.0628271787792809,-7347.418907583437,14698.837815166873,14709.098012187123,7538.832662192253,AB_Q_E_WOB,0.1728084474486964,0.07499641851287568,sub35
