,P_diff,congruency,hand,postError,block1,block2,block3,P,congruency,hand,postError,block1,block2,block3,p_DIFF,CONGRUENCY,HAND,POSTeRROR,BLOCK1,BLOCK2,BLOCK3,p,CONGRUENCY,HAND,POSTeRROR,BLOCK1,BLOCK2,BLOCK3,rSquared,LLH,AIC,BIC,MSE,model,alpha,decay,alpha_error,ccc,alpha_ccc,subject
0,-26.165052067292336,-6.4395696857151385,3.8522314468323593,15.05882621941057,234.5583979932321,243.87341487616905,237.44911519363967,-26.16505206729242,-6.439569685714925,3.8522314468322816,15.058826219410683,234.55839799323206,243.87341487616882,237.44911519363998,9.157780961641822e-06,0.07132776631225686,0.20575110948662254,0.16649847659578565,2.210094326229481e-275,0.0,1.3780314738410259e-276,9.15778096164121e-06,0.0713277663122657,0.20575110948663156,0.16649847659578254,2.2100943262287273e-275,0.0,1.3780314738408693e-276,0.032171567366497844,-7609.582667208257,15229.165334416513,15254.815826967142,11466.70921499638,SR_Q_D_E_alphaCCC_WOB,0.3374933978705136,0.19493581099032606,0.5491424760872461,-0.15612628642881898,0.6812404118754141,sub46
