,P_diff,congruency,hand,postError,block1,block2,block3,P,congruency,hand,postError,block1,block2,block3,p_DIFF,CONGRUENCY,HAND,POSTeRROR,BLOCK1,BLOCK2,BLOCK3,p,CONGRUENCY,HAND,POSTeRROR,BLOCK1,BLOCK2,BLOCK3,rSquared,LLH,AIC,BIC,MSE,model,alpha,alpha_error,subject
0,-25.021867363481707,-2.0769442427446467,8.402852155956944,23.492315329558053,196.9724424412433,197.72939939042277,219.49759368649856,-25.021867363481636,-2.076944242744725,8.40285215595701,23.492315329558245,196.972442441243,197.72939939042305,219.49759368649836,2.106872772296015e-12,0.531942673286903,0.002771118201496891,0.021259476542553578,6.642468438047935e-283,0.0,6.13e-322,2.1068727722963124e-12,0.5319426732868877,0.00277111820149667,0.021259476542552513,6.642468438048691e-283,0.0,6.13e-322,0.08524089799105095,-7475.409786481932,14954.819572963865,14965.071747510463,9705.410834474227,AB_Q_E_WOB,0.7729747324715914,0.4625386220690716,sub48
