subject,SR_Q_WOB,SR_Q_D_WOB,SR_Q_D_E_WOB,SR_Q_D_alphaCCC_WOB,SR_Q_D_E_alphaCCC_WOB
sub01,-6675.657727485974,-6663.52134197769,-6651.06330274441,-6648.918425017866,-6663.78057323289
sub02,-6870.885580918582,-6843.820234030402,-6843.843925693233,-6870.124968600871,-6881.453883601909
sub04,-6941.635222041183,-6942.881981926181,-6941.475881172915,-6944.820087683849,-6941.676716375888
sub13,-6865.487973292358,-6856.044039665312,-6843.789966645487,-6853.944103538861,-6869.2715187051535
sub14,-6883.567764653842,-6877.3883942346265,-6876.745012705605,-6875.97658898757,-6890.673050066593
sub15,-7528.997261460767,-7522.730545745786,-7517.168282681108,-7524.834313206264,-7515.110079598421
sub16,-7276.4310742413,-7241.87059980073,-7231.031213550307,-7256.399572568389,-7257.607671279559
sub33,-7226.645262672555,-7203.611827119355,-7217.425309449585,-7221.658305547343,-7201.716313109991
sub34,-7146.701089328813,-7148.584085124408,-7143.893090075424,-7149.7201380628085,-7142.9811693648935
sub35,-7331.052180454961,-7309.260713878221,-7306.434349429405,-7323.059403628659,-7330.583832732418
sub36,-8240.080680203875,-8235.324981958882,-8228.793995256476,-8235.598928084723,-8215.290801398047
sub37,-7028.86962984029,-7011.020535188734,-6997.662717328332,-7010.374455648536,-7001.074847890231
sub38,-6865.059279509786,-6864.222040562295,-6856.950326340033,-6870.823230581404,-6862.130342740587
sub39,-7197.057167482541,-7118.185829574684,-7147.353498487758,-7180.434943856366,-7165.956014968902
sub40,-6863.838600468939,-6855.96960805265,-6859.117430931279,-6860.986705996532,-6869.650260938271
sub09,-7071.096498016566,-7037.259917895514,-7042.064146744568,-7046.091560924794,-7065.33781006469
sub10,-7397.729301751425,-7385.749603354373,-7393.0926466157825,-7386.662048785283,-7391.07792076753
sub11,-6907.270540309173,-6888.946764264802,-6882.856586170866,-6896.114226678519,-6902.851358926327
sub12,-7093.2630421690565,-7087.31296052182,-7081.645587920648,-7082.326267415351,-7086.264498532023
sub17,-6634.428701710663,-6620.14742315124,-6621.319047778819,-6627.511963457976,-6620.8677344421985
sub18,-7257.346168656857,-7249.4418128328625,-7250.322683004884,-7253.89171659587,-7254.505158432122
sub19,-6904.559044514778,-6903.53009574812,-6898.7458409290775,-6899.92904589255,-6903.5246842586375
sub20,-7189.559861683933,-7162.109483241617,-7160.701184293042,-7161.698214476362,-7192.733622105799
sub41,-7351.245618195351,-7322.774559724927,-7321.76637481273,-7320.3633480867,-7357.185112078391
sub42,-7181.791513116133,-7181.65493030318,-7183.085339937473,-7184.125472289793,-7184.620379653797
sub43,-7046.530058923181,-7041.121904444997,-7040.867952383476,-7041.112429915523,-7042.262546244716
sub44,-7452.9747310213625,-7435.445868334893,-7448.6110884858335,-7435.722171242535,-7432.252248171776
sub45,-6833.275228537389,-6805.757140405312,-6811.076556396233,-6835.871640872751,-6832.653731098321
sub46,-7610.848485452865,-7607.902647300527,-7608.956198341729,-7606.6764732096435,-7609.582667208257
sub47,-6985.162565987306,-6957.18000526279,-6967.972703178152,-6963.713242209926,-6956.857501754873
sub48,-7482.232093160515,-7457.951475852408,-7458.035012305888,-7455.2568584276805,-7457.925216230049
sub05,-7112.167359991725,-7111.96471473355,-7112.026827978885,-7115.417646305446,-7115.561260937003
sub06,-6870.94787266382,-6848.328182966828,-6848.045123797237,-6848.074695539574,-6849.609928318043
sub07,-7512.6722155040015,-7513.273430492232,-7513.302482116712,-7508.685434303501,-7510.425243217546
sub08,-7076.483039155917,-7074.167986836745,-7076.540063941168,-7074.740142090837,-7074.423611534909
sub21,-6907.471686253263,-6901.809114931601,-6896.68594774455,-6918.733000985301,-6906.601069707413
sub22,-7226.820482122112,-7223.991738178951,-7225.470772160735,-7225.626593916113,-7240.672558906946
sub23,-6587.732059241645,-6566.535459792556,-6556.3003305557495,-6559.8114192225985,-6590.526371358894
sub24,-6806.591757926612,-6801.590445411041,-6813.046180175085,-6809.339771640459,-6824.719646708824
sub25,-6719.5516141398275,-6715.479496555339,-6713.995167057954,-6714.585421082744,-6717.465754525429
sub26,-7536.448809512653,-7531.260630606886,-7505.166387380849,-7518.255753472879,-7530.0100790941515
sub27,-7544.3092055875595,-7504.717792632205,-7504.689522056376,-7516.445427132736,-7543.7405350820045
sub28,-7112.337323714328,-7101.081328407256,-7100.669438805832,-7107.766852696214,-7106.750780676519
sub29,-6280.972614861405,-6263.279630145006,-6260.047442997398,-6267.714204016776,-6274.560309335335
sub30,-7075.62696050077,-7073.426366043643,-7072.214955376015,-7065.706859503074,-7070.732140436689
sub31,-7212.364718964659,-7202.145391695258,-7198.74461693973,-7199.549769239948,-7198.988165281919
sub32,-6907.507064732235,-6897.83655166353,-6886.359667486654,-6903.318269144314,-6917.936839928572
