,P_diff,congruency,hand,postError,block1,block2,block3,P,congruency,hand,postError,block1,block2,block3,p_DIFF,CONGRUENCY,HAND,POSTeRROR,BLOCK1,BLOCK2,BLOCK3,p,CONGRUENCY,HAND,POSTeRROR,BLOCK1,BLOCK2,BLOCK3,rSquared,LLH,AIC,BIC,MSE,model,alpha,decay,alpha_error,subject
0,-33.112512307666634,5.000456240397831,7.15165182015629,32.57187553045636,191.36566315251505,188.9371495652286,178.4355770867187,-33.11251230766683,5.000456240397783,7.1516518201562365,32.571875530456055,191.3656631525149,188.9371495652287,178.43557708671864,3.7038628497551354e-11,0.06256315693741892,0.0017301730162555275,0.03538140592489071,1.693166730945419e-294,0.0,4.002020266070332e-274,3.703862849753938e-11,0.06256315693742139,0.0017301730162556715,0.035381405924892285,1.6931667309456118e-294,0.0,4.002020266069421e-274,0.06242882547298845,-7438.273119434323,14882.546238868646,14898.007740273382,6591.338418012262,SR_Q_D_E_WOB,0.4435229815084569,0.23814535285961763,0.06311798845971972,sub10
