,P_diff,congruency,hand,postError,block1,block2,block3,P,congruency,hand,postError,block1,block2,block3,p_DIFF,CONGRUENCY,HAND,POSTeRROR,BLOCK1,BLOCK2,BLOCK3,p,CONGRUENCY,HAND,POSTeRROR,BLOCK1,BLOCK2,BLOCK3,rSquared,LLH,AIC,BIC,MSE,model,alpha,decay,subject
0,-20.12625306035241,2.3986567260126828,2.836793002709505,-6.126774664625906,152.36713628218047,160.0348896244447,157.69130005409056,-20.126253060352198,2.398656726012657,2.8367930027094572,-6.126774664625973,152.36713628218033,160.03488962444473,157.69130005409068,5.770957377817179e-10,0.1686952279317745,0.05505139288922922,0.12960793181289182,0.0,0.0,0.0,5.770957377819762e-10,0.1686952279317791,0.055051392889233566,0.12960793181288774,0.0,0.0,0.0,0.04474223530739929,-6620.14742315124,13244.29484630248,13254.530878711412,2674.9804836389494,SR_Q_D_WOB,0.6113050595461407,0.9301549410384259,sub17
