P_diff,congruency,hand,postError,block1,block2,block3,P,congruency.1,hand.1,postError.1,block1.1,block2.1,block3.1,p_DIFF,CONGRUENCY,HAND,POSTeRROR,BLOCK1,BLOCK2,BLOCK3,p,CONGRUENCY.1,HAND.1,POSTeRROR.1,BLOCK1.1,BLOCK2.1,BLOCK3.1,rSquared,LLH,AIC,BIC,MSE,model,alpha,alpha_error,ccc,alpha_ccc,subject
-12.719684582754734,9.828138538376704,2.6795888547898024,14.18044343828201,175.27503523759614,182.13347937944928,186.1620482857082,-12.719684582754825,9.828138538376646,2.679588854789852,14.180443438281948,175.27503523759617,182.1334793794493,186.162048285708,3.473629574419838e-06,1.1103961907297282e-08,0.05669418531533951,0.04171977204015608,0.0,0.0,0.0,3.473629574419298e-06,1.1103961907299314e-08,0.0566941853153348,0.04171977204015714,0.0,0.0,0.0,0.10326748817679364,-6718.689551785177,13445.379103570354,13465.940915742758,2464.646036111579,AB_Q_E_alphaCCC_WOB,0.20309153029095176,0.27565984318391434,-0.12650999883226732,0.1775776999104505,sub01
-17.11146789547849,-2.8646241354201614,-2.803390502115413,40.97451094106921,196.46061041593575,190.3195996018572,184.92515086474342,-17.11146789547852,-2.864624135420018,-2.8033905021152847,40.97451094106921,196.46061041593566,190.3195996018572,184.92515086474342,1.3501866234015162e-19,0.11813704288856434,0.0711216501029275,3.3864572998264567e-06,0.0,0.0,0.0,1.3501866234012836e-19,0.1181370428885826,0.07112165010294019,3.3864572998263195e-06,0.0,0.0,0.0,0.10715805592863403,-6888.63433829978,13785.26867659956,13805.852614470416,3039.6511172148153,AB_Q_E_alphaCCC_WOB,0.9946723727163848,0.4596770665521975,-0.8241274266169106,0.7021918374670002,sub02
-2.041016474070512,10.42918073942916,18.60093176595747,7.475545669502183,182.95638681095573,181.29998593439774,187.58709335877404,-2.041016474070406,10.429180739429054,18.60093176595747,7.475545669502118,182.9563868109556,181.2999859343977,187.5870933587741,0.514439796924373,2.9277466593388002e-05,1.8092852420502932e-19,0.17192732073604886,0.0,0.0,0.0,0.5144397969243946,2.9277466593393037e-05,1.8092852420502932e-19,0.17192732073605238,0.0,0.0,0.0,0.08543498215192913,-6948.462309926366,13904.924619852733,13925.364137705019,4993.1363504928,AB_Q_E_alphaCCC_WOB,0.4358730785329165,0.4551164672652077,-0.6793311309319185,0.17263341559384798,sub04
-18.734783972750254,9.843865357430316,-3.5940437021510636,9.50131037612908,182.89598503412452,172.57948124613026,173.47609903762856,-18.734783972750424,9.843865357430232,-3.594043702151085,9.501310376129132,182.8959850341245,172.57948124613006,173.47609903762867,2.6387760613518508e-08,4.762880718821186e-05,0.07591452692984887,0.05797636728407692,0.0,0.0,0.0,2.6387760613510497e-08,4.762880718821848e-05,0.07591452692984728,0.05797636728407566,0.0,0.0,0.0,0.06371895845421394,-6890.168652126698,13788.337304253397,13808.747301676496,4954.266598765433,AB_Q_E_alphaCCC_WOB,0.3521062346790497,0.7405039868580928,-0.4135053949929393,0.6252754416096507,sub13
-20.65684265226874,-12.93771672752309,-6.508342412984978,8.976022276886024,212.33240682301013,202.06326228280997,204.30595822753688,-20.656842652268807,-12.937716727523124,-6.508342412984946,8.976022276885796,212.3324068230099,202.06326228280992,204.3059582275372,4.952113926567958e-07,1.6092442743232594e-06,0.0038901776893759633,0.05842704342988815,0.0,0.0,0.0,4.952113926567521e-07,1.6092442743231702e-06,0.00389017768937613,0.058427043429894514,0.0,0.0,0.0,0.07326054610379551,-6886.7496785380345,13781.499357076069,13801.83961425188,5989.156686229228,AB_Q_E_alphaCCC_WOB,0.36532269009490265,0.44367859373512397,-0.11681811808583785,0.38245256938938654,sub14
-14.629798907614882,6.509276077932932,7.88974092719879,30.102448152402918,201.4150772465136,215.82756799351256,238.44334873007102,-14.629798907614862,6.5092760779328716,7.889740927198843,30.102448152402918,201.41507724651348,215.82756799351293,238.4433487300712,5.984693821769293e-05,0.05048648848572338,0.005273343265654093,0.009377724352329295,0.0,0.0,0.0,5.984693821769392e-05,0.050486488485725234,0.005273343265653799,0.009377724352329305,0.0,0.0,0.0,0.10888368217528466,-7536.3116522809,15080.6233045618,15101.153294768439,9906.629305869996,AB_Q_E_alphaCCC_WOB,0.7733039355798318,0.1636999816371352,-0.9239459825479364,0.6754013237749238,sub15
-32.859488752238704,13.98639047544573,6.785991689564384,17.499493540225206,168.02982371877226,161.7002342391094,186.6687260937945,-32.85948875223872,13.986390475445726,6.785991689564384,17.499493540225192,168.02982371877226,161.7002342391094,186.6687260937944,2.6425549311457524e-17,1.0389507086204939e-05,0.009674927721700338,0.010343168206319059,0.0,2.94401001511284e-256,0.0,2.6425549311455808e-17,1.0389507086204917e-05,0.009674927721700378,0.01034316820631913,0.0,2.94401001511284e-256,0.0,0.12190689676462728,-7262.484408022458,14532.968816044917,14553.408333897205,8340.852974430658,AB_Q_E_alphaCCC_WOB,0.5680946327279034,0.4855618167247915,-0.9614848937720823,0.6343372879648086,sub16
-8.441415457833964,7.1783018219467545,10.363462520949968,-1.4517471431138338,176.46103997324943,169.63002452084325,183.97618090709815,-8.441415457833987,7.178301821946857,10.363462520949927,-1.4517471431138087,176.4610399732496,169.6300245208432,183.97618090709832,0.025925840371707427,0.01329438465233468,1.0082732891553006e-05,0.8443722137537272,0.0,0.0,0.0,0.025925840371706917,0.01329438465233339,1.0082732891553814e-05,0.8443722137537296,0.0,0.0,0.0,0.03941303550406705,-7255.3748906608,14518.7497813216,14539.257344557194,6758.336679938503,AB_Q_E_alphaCCC_WOB,0.34484461740803424,0.8293489820950645,-0.3143702935881998,0.1836910042880267,sub33
-18.994489612743102,2.200295453195245,-4.699072673156434,15.304968438804526,194.68670127600456,200.5942246804992,201.86945917164647,-18.994489612743067,2.200295453195208,-4.699072673156461,15.304968438804536,194.68670127600453,200.59422468049928,201.86945917164638,3.385199040737167e-09,0.4085966355282954,0.03599559510585894,0.023808905487539167,0.0,0.0,0.0,3.385199040737327e-09,0.4085966355283027,0.035995595105857946,0.023808905487539243,0.0,0.0,0.0,0.045886861131007706,-7158.314600879731,14324.629201759462,14345.11421157244,6163.7693410305965,AB_Q_E_alphaCCC_WOB,0.4546472337090552,0.8377000128515184,-0.8120051343099,0.13153293313936826,sub34
-16.887322080896663,7.350938781943463,11.530878820785869,24.81243469299542,192.7029995820173,193.9085385882452,191.78953437207545,-16.88732208089661,7.350938781943589,11.53087882078592,24.81243469299542,192.70299958201724,193.90853858824485,191.78953437207556,5.171331529015732e-09,0.011464047129575931,3.176879987580181e-06,0.0034783997215069172,0.0,0.0,0.0,5.171331529016431e-09,0.01146404712957458,3.1768799875798232e-06,0.003478399721506891,0.0,0.0,0.0,0.06271952271796277,-7347.490641790333,14702.981283580666,14723.501677621167,7536.674132671687,AB_Q_E_alphaCCC_WOB,0.8808518655898953,0.937195400244009,-0.9204436852779386,0.854190958355921,sub35
