,P_diff,congruency,hand,postError,block1,block2,block3,P,congruency,hand,postError,block1,block2,block3,p_DIFF,CONGRUENCY,HAND,POSTeRROR,BLOCK1,BLOCK2,BLOCK3,p,CONGRUENCY,HAND,POSTeRROR,BLOCK1,BLOCK2,BLOCK3,rSquared,LLH,AIC,BIC,MSE,model,alpha,ccc,alpha_ccc,subject
0,-9.70608164060641,9.717272381270869,2.6787100278521914,13.754418318726126,176.70364266490603,183.69699200540828,187.61715247698262,-9.706081640606346,9.717272381270849,2.678710027852075,13.75441831872614,176.70364266490606,183.69699200540816,187.61715247698228,3.976684152868033e-07,1.3387379923519436e-08,0.056302820312468006,0.047923589794224265,0.0,0.0,0.0,3.9766841528687715e-07,1.3387379923520712e-08,0.05630282031247887,0.04792358979422403,0.0,0.0,0.0,0.10624348066604927,-6716.591965084219,13439.183930168438,13454.60528929774,2456.4787716794585,AB_Q_alphaCCC_WOB,0.9857740614497216,-0.0018616174588433898,0.3955049587730326,sub01
