,P_diff,congruency,hand,postError,block1,block2,block3,P,congruency,hand,postError,block1,block2,block3,p_DIFF,CONGRUENCY,HAND,POSTeRROR,BLOCK1,BLOCK2,BLOCK3,p,CONGRUENCY,HAND,POSTeRROR,BLOCK1,BLOCK2,BLOCK3,rSquared,LLH,AIC,BIC,MSE,model,alpha,alpha_error,ccc,alpha_ccc,subject
0,-7.234929868100734,0.18233261105229567,6.698496805966131,6.653208647306734,165.70022903608282,159.19285580895004,154.56988521901593,-7.234929868100811,0.18233261105223073,6.698496805966199,6.653208647306779,165.70022903608276,159.19285580895,154.5698852190157,0.0024712468491498384,0.9014788011070043,6.058815551148785e-06,0.0944248358608341,0.0,0.0,0.0,0.0024712468491496034,0.9014788011070394,6.058815551147367e-06,0.09442483586083174,0.0,0.0,0.0,0.05373632958024954,-6610.614465129912,13229.228930259824,13249.697752272481,2656.955880189575,AB_Q_E_alphaCCC_WOB,0.6070626389107746,0.6326024663487133,-0.2978096561992424,0.33668254006729065,sub23
