subject,SR_Q_WOB,SR_Q_D_WOB,SR_Q_D_E_WOB,SR_Q_D_alphaCCC_WOB,SR_Q_D_E_alphaCCC_WOB
sub01,13631.21296741786,13570.852443066997,13550.34592700117,13549.118534950801,13565.477964941274
sub02,13920.513805665563,13882.182757023777,13892.956877076362,13971.426962097363,13976.540788195703
sub04,14654.891422574792,14661.810317202251,14666.296704570688,14675.668312892854,14680.552037028618
sub13,14628.300204462512,14634.5712734148,14611.599528464305,14614.543207324656,14650.096582528955
sub14,14662.170116566422,14655.96910718383,14659.699521567329,14671.78462326488,14678.786761071973
sub15,15358.382654898489,15330.083838515964,15345.021118560036,15372.51258472456,15349.755079470027
sub16,15102.898645186891,15092.471720272155,15114.02377875455,15090.661918157259,15081.37413047869
sub33,14883.088347007351,14830.260233434832,14836.965593578094,14855.057409777395,14884.202590048002
sub34,14780.714298970974,14779.260230281749,14808.126866786775,14796.325455245971,14813.003511967734
sub35,15022.82066179228,15007.532772957928,15000.817778560815,15020.444209855716,15021.188648059066
sub36,16756.935738561126,16713.181443883124,16753.915719352557,16746.914826043907,16765.612152116308
sub37,15080.3433836987,15043.455378090246,15119.778235104617,15052.680423778877,15064.277223506497
sub38,14497.26294244896,14485.894007866003,14496.676919657664,14501.731831356024,14507.899917030763
sub39,14819.006497756602,14718.397205700758,14695.90463522451,14730.66237514071,14692.193237533702
sub40,14360.1142597429,14360.452263453322,14398.997895953811,14377.364996502893,14394.292708442199
sub09,14464.492073699663,14420.4041078954,14419.893411219276,14474.390900273653,14419.863988157571
sub10,14899.892340979599,14884.071025010619,14898.00774027338,14904.281095186103,14914.182406489053
sub11,15603.213026458645,15579.988243708174,15586.88545783587,15613.517476398729,15610.575787734366
sub12,14797.127994742945,14809.42058162804,14804.602390847514,14812.099617659364,14827.739565624455
sub17,13757.31523942411,13754.250393731303,13746.492600576305,13772.584613704275,13782.536528956987
sub18,15918.196657230132,15926.814731252856,15928.28721942267,15937.066908040735,15947.483716774304
sub19,15514.791320717131,15512.172709359293,15518.998490729165,15526.466161759932,15540.542946019199
sub20,15062.179819343792,15015.395147462485,15019.87076343086,15027.252964638046,15049.918114550725
sub41,14942.562154786594,14891.832057552592,14917.390444675806,14905.986965114502,14910.638695011581
sub42,15357.346619477612,15367.692763668958,15374.104809427674,15379.6690072396,15389.188361385282
sub43,16013.678958845638,16023.917906943776,16024.216635818684,16030.871359684204,16034.586372768086
sub44,15209.039364706638,15226.577496485583,15216.522239570833,15222.137288174297,15247.762159141876
sub45,14292.929828230193,14232.590661977842,14237.309124741436,14317.898736187166,14290.122907114153
sub46,15574.214516131435,15573.4165634703,15584.404594162601,15587.404747000903,15600.456657697869
sub47,14688.175754649455,14643.282970770495,14667.23966293444,14658.264972431509,14671.377841070738
sub48,15313.458097224453,15299.784091848518,15282.208935875102,15295.569953511736,15320.686922835528
sub05,14428.968555735057,14435.51365181061,14442.940114251996,14452.183948382062,14456.365075349939
sub06,13910.567917144996,13949.454508182263,13880.820911582143,13891.061909734317,13901.99512453984
sub07,15645.524867512793,15662.630299145207,15667.829798559542,15676.7293783125,15683.939747015931
sub08,16070.296591989561,16079.634613112268,16084.991916455363,16090.830561433982,16098.707615900237
sub21,14139.055275817056,14136.565576946487,14165.774790872669,14142.953491119855,14168.71931649417
sub22,14798.543404735788,14798.680726097042,14812.778369197082,14817.89075223632,14841.993141191935
sub23,13696.49363767472,13671.195336080327,13796.27063843561,13720.443464579788,13708.290178053296
sub24,14417.298611917358,14417.919586056358,14420.86550911071,14433.40639183931,14443.162398896819
sub25,13893.514419531564,13897.538858835063,13898.167157524817,13907.101831171803,13918.853104023283
sub26,15505.59405561806,15477.139530685368,15556.038627053624,15540.882447142225,15468.824467337718
sub27,15406.999486322327,15374.67598141185,15339.139846187285,15338.051780109241,15416.041262368535
sub28,14705.159426392549,14709.3689744456,14767.474883147217,14754.217820689684,14732.54659020664
sub29,12755.052371452155,12757.534016358095,12731.510268061711,12744.430800658723,12835.989529433884
sub30,15094.812089127938,15095.051580927651,15096.073638990376,15104.353424053159,15108.829743363081
sub31,14575.055469199522,14556.289612506298,14562.959987934859,14622.383569886384,14579.004041437543
sub32,14081.504776915772,14052.944479729409,14056.619536971022,14061.982611002915,14071.713021024987
