,P_diff,congruency,hand,postError,block1,block2,block3,P,congruency,hand,postError,block1,block2,block3,p_DIFF,CONGRUENCY,HAND,POSTeRROR,BLOCK1,BLOCK2,BLOCK3,p,CONGRUENCY,HAND,POSTeRROR,BLOCK1,BLOCK2,BLOCK3,rSquared,LLH,AIC,BIC,MSE,model,alpha,alpha_error,subject
0,-26.217918168672597,5.4239952357441155,7.124325792574161,21.008619053784738,195.06967496029014,193.41565356020755,181.56013091314873,-26.217918168672657,5.423995235744041,7.12432579257435,21.008619053784866,195.0696749602902,193.41565356020772,181.56013091314878,1.8056507660229544e-07,0.04896244120151664,0.0019793030760499597,0.18306905805095872,8.206452074252533e-298,0.0,3.147773098903269e-272,1.8056507660228213e-07,0.048962441201519914,0.0019793030760493946,0.1830690580509561,8.206452074252533e-298,0.0,3.1477730989043434e-272,0.05034994624332889,-7399.191373632946,14802.382747265892,14812.677865808271,6668.99875850428,AB_Q_E_WOB,0.14289011202420793,0.8357850767921913,sub10
