,trial_index,RT,congruency,stimPosit,respPosit,correction,hand,block1,block2,block3,error_outlier,nblock,postError,P,Q,PE
0,1,466.9,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1.0,0,0.5,0.5,0.5
1,2,350.4,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1.0,0,0.9794726730843141,0.9794726730843141,0.02052732691568593
2,3,377.8,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1.0,0,0.9991572576993931,0.9991572576993931,0.0008427423006068802
3,4,389.2,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0,1.0,0,0.9999654015065795,0.9999654015065795,3.4598493420467946e-05
4,5,392.6,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1.0,0,0.9999985795708295,0.9999985795708295,1.4204291705066652e-06
5,6,348.1,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1.0,0,0.9999999416847721,0.9999999416847721,5.831522786881038e-08
6,7,315.5,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1.0,0,0.9999999976058885,0.9999999976058885,2.394111464631976e-09
7,8,435.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1.0,0,9.828937663769466e-11,0.9999999999017106,-0.9999999999017106
8,9,506.3,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0,1.0,0,0.5750066882457345,0.5750066882457345,0.42499331175426547
9,10,393.8,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,1.0,0,0.017447953294719598,0.9825520467052804,-0.9825520467052804
10,11,397.3,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1.0,0,0.5649739984606025,0.5649739984606025,0.4350260015393975
11,12,456.7,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,1.0,0,0.017859841900845774,0.9821401580991542,-0.9821401580991542
12,13,492.1,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1.0,0,0.5647371597572444,0.5647371597572444,0.43526284024275563
13,14,479.6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1.0,0,0.017869565231826035,0.982130434768174,-0.982130434768174
14,15,447.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1.0,0,0.4352684312231019,0.5647315687768981,-0.5647315687768981
15,16,402.5,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0,1.0,0,0.023184859063783092,0.023184859063783092,0.9768151409362169
16,17,369.8,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,1.0,0,0.5616752392732312,0.4383247607267688,-0.4383247607267688
17,18,373.3,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,1.0,0,0.9820047286826437,0.0179952713173564,-0.0179952713173564
18,19,376.8,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1.0,0,0.9992612103654643,0.0007387896345356811,-0.0007387896345356811
19,20,368.2,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0,1.0,0,3.0330752700068143e-05,3.0330752700068143e-05,0.9999696692472999
20,21,379.6,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1.0,0,0.42501075208341227,0.42501075208341227,0.5749892479165877
21,22,335.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1.0,0,0.02360598452997631,0.9763940154700237,-0.9763940154700237
22,23,370.5,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1.0,0,0.5614330893135557,0.5614330893135557,0.43856691068644427
23,24,330.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1.0,0,0.9819947872998738,0.9819947872998738,0.018005212700126227
24,25,373.3,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,1.0,0,0.0007391977745638822,0.9992608022254361,-0.9992608022254361
25,26,312.8,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1.0,0,0.5745816446378992,0.5745816446378992,0.4254183553621008
26,27,364.2,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0,1.0,0,0.9825345966870974,0.9825345966870974,0.017465403312902583
27,28,419.6,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0,1.0,0,0.9992829639129635,0.9992829639129635,0.0007170360870365489
28,29,323.1,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1,1.0,0,2.9437668337850553e-05,0.9999705623316621,-0.9999705623316621
29,30,382.5,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1.0,1,0.04105344527808863,0.04105344527808863,0.9589465547219114
30,31,426.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,1.0,0,0.5514006826895002,0.4485993173104999,-0.4485993173104999
31,32,309.4,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,1.0,0,0.9815829103188276,0.01841708968117234,-0.01841708968117234
32,33,448.8,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0,1.0,1,0.010589949745736476,0.010589949745736476,0.9894100502542635
